,site_id,longitude,latitude,State,County,fraction_of_usable_area,power_curve,capacity,wind_speed,capacity_factor,full_timeseries_directory,full_timeseries_path
0,125525,-125.770416,45.908474,Unknown,Unknown,1.0,offshore,16,8.41,0.399,251,251/125525.nc
1,126643,-125.309982,48.923351,Unknown,Unknown,1.0,offshore,16,5.89,0.232,253,253/126643.nc
2,126653,-125.303802,48.964745,Unknown,Unknown,1.0,offshore,16,5.04,0.19,253,253/126653.nc
3,126650,-125.293671,48.947384,Unknown,Unknown,1.0,offshore,16,5.43,0.208,253,253/126650.nc
4,126644,-125.283539,48.930012,Unknown,Unknown,1.0,offshore,16,5.72,0.221,253,253/126644.nc
5,126637,-125.273422,48.912636,Unknown,Unknown,1.0,offshore,16,5.94,0.231,253,253/126637.nc
6,126632,-125.263306,48.895271,Unknown,Unknown,1.0,offshore,16,6.15,0.243,253,253/126632.nc
7,126638,-125.246994,48.919285,Unknown,Unknown,1.0,offshore,16,5.76,0.216,253,253/126638.nc
8,126633,-125.236877,48.901917,Unknown,Unknown,1.0,offshore,16,5.96,0.228,253,253/126633.nc
9,126646,-125.230652,48.943302,Unknown,Unknown,1.0,offshore,16,5.35,0.191,253,253/126646.nc
10,126639,-125.220551,48.925922,Unknown,Unknown,1.0,offshore,16,5.56,0.201,253,253/126639.nc
11,126634,-125.210449,48.908554,Unknown,Unknown,1.0,offshore,16,5.77,0.215,253,253/126634.nc
12,126631,-125.200363,48.891178,Unknown,Unknown,1.0,offshore,16,5.95,0.227,253,253/126631.nc
13,126640,-125.194107,48.93256,Unknown,Unknown,1.0,offshore,16,5.37,0.189,253,253/126640.nc
14,126635,-125.184021,48.915188,Unknown,Unknown,1.0,offshore,16,5.59,0.203,253,253/126635.nc
15,126641,-125.167664,48.939194,Unknown,Unknown,1.0,offshore,16,5.23,0.182,253,253/126641.nc
16,126636,-125.157562,48.92181,Unknown,Unknown,1.0,offshore,16,5.45,0.193,253,253/126636.nc
17,126649,-125.151276,48.963192,Unknown,Unknown,1.0,offshore,16,4.83,0.163,253,253/126649.nc
18,126642,-125.141205,48.945812,Unknown,Unknown,1.0,offshore,16,5.07,0.172,253,253/126642.nc
19,126623,-124.871872,48.635105,Unknown,Unknown,1.0,offshore,16,6.55,0.277,253,253/126623.nc
20,126615,-124.861938,48.617702,Unknown,Unknown,1.0,offshore,16,6.68,0.287,253,253/126615.nc
21,126624,-124.84552,48.641663,Unknown,Unknown,1.0,offshore,16,6.26,0.256,253,253/126624.nc
22,126616,-124.835602,48.624249,Unknown,Unknown,1.0,offshore,16,6.46,0.271,253,253/126616.nc
23,126606,-124.825684,48.606846,Unknown,Unknown,1.0,offshore,16,6.59,0.28,253,253/126606.nc
24,113176,-124.824738,42.737633,Unknown,Unknown,1.0,offshore,16,9.83,0.517,226,226/113176.nc
25,126625,-124.819183,48.64822,Unknown,Unknown,1.0,offshore,16,5.86,0.225,253,253/126625.nc
26,126617,-124.809265,48.630806,Unknown,Unknown,1.0,offshore,16,6.13,0.247,253,253/126617.nc
27,126607,-124.799347,48.613392,Unknown,Unknown,1.0,offshore,16,6.32,0.262,253,253/126607.nc
28,126597,-124.789459,48.595978,Unknown,Unknown,1.0,offshore,16,6.46,0.27,253,253/126597.nc
29,126608,-124.77301,48.619938,Unknown,Unknown,1.0,offshore,16,5.94,0.232,253,253/126608.nc
30,126598,-124.763123,48.60252,Unknown,Unknown,1.0,offshore,16,6.14,0.247,253,253/126598.nc
31,126475,-124.746201,47.354195,Unknown,Unknown,1.0,offshore,16,7.57,0.335,252,252/126475.nc
32,126589,-124.753235,48.585106,Unknown,Unknown,1.0,offshore,16,6.33,0.26,253,253/126589.nc
33,95757,-124.741135,40.299961,Unknown,Unknown,1.0,offshore,16,9.96,0.543,191,191/95757.nc
34,126555,-124.733459,48.391285,Unknown,Unknown,1.0,offshore,16,7.66,0.338,253,253/126555.nc
35,126551,-124.697388,48.38039,Washington,Clallam,0.6214,3,10,7.95,0.454,253,253/126551.nc
36,125456,-124.663971,46.14212,Unknown,Unknown,1.0,offshore,16,8.04,0.367,250,250/125456.nc
37,126500,-124.64563,47.916386,Unknown,Unknown,1.0,offshore,16,7.17,0.302,253,253/126500.nc
38,126545,-124.62529,48.358578,Washington,Clallam,1.0,3,16,7.28,0.404,253,253/126545.nc
39,113243,-124.596268,42.820354,Unknown,Unknown,1.0,offshore,16,9.72,0.505,226,226/113243.nc
40,113177,-124.587402,42.802917,Unknown,Unknown,1.0,offshore,16,9.76,0.51,226,226/113177.nc
41,126540,-124.589264,48.347652,Washington,Clallam,1.0,3,16,7.42,0.419,253,253/126540.nc
42,100999,-124.577744,40.762451,Unknown,Unknown,1.0,offshore,16,8.74,0.424,201,201/100999.nc
43,113302,-124.58136,42.844292,Unknown,Unknown,1.0,offshore,16,9.64,0.495,226,226/113302.nc
44,113244,-124.572495,42.826851,Unknown,Unknown,1.0,offshore,16,9.69,0.501,226,226/113244.nc
45,113178,-124.563629,42.809418,Unknown,Unknown,1.0,offshore,16,9.66,0.502,226,226/113178.nc
46,117169,-124.560944,43.76358,Unknown,Unknown,1.0,offshore,16,8.57,0.405,234,234/117169.nc
47,113053,-124.545929,42.774548,Unknown,Unknown,1.0,offshore,16,9.5,0.491,226,226/113053.nc
48,112993,-124.537094,42.757114,Unknown,Unknown,1.0,offshore,16,9.4,0.483,225,225/112993.nc
49,112931,-124.528259,42.739674,Unknown,Unknown,1.0,offshore,16,9.26,0.472,225,225/112931.nc
50,96539,-124.515823,40.423512,Unknown,Unknown,1.0,offshore,16,9.75,0.532,193,193/96539.nc
51,113054,-124.522186,42.781036,Oregon,Curry,0.5108,2,10,8.95,0.537,226,226/113054.nc
52,125389,-124.519226,46.139778,Unknown,Unknown,1.0,offshore,16,7.99,0.362,250,250/125389.nc
53,112994,-124.513336,42.763599,Oregon,Curry,0.7043,2,12,8.72,0.51,225,225/112994.nc
54,112932,-124.504517,42.746162,Oregon,Curry,0.8767,2,16,8.54,0.485,225,225/112932.nc
55,111803,-124.49086,42.452202,Unknown,Unknown,1.0,offshore,16,10.1,0.513,223,223/111803.nc
56,120511,-124.48793,44.637486,Unknown,Unknown,1.0,offshore,16,8.23,0.386,241,241/120511.nc
57,111733,-124.482086,42.434765,Unknown,Unknown,1.0,offshore,16,10.03,0.508,223,223/111733.nc
58,126485,-124.484161,47.678665,Unknown,Unknown,1.0,offshore,16,6.79,0.287,252,252/126485.nc
59,111653,-124.473312,42.417328,Unknown,Unknown,1.0,offshore,16,9.94,0.504,223,223/111653.nc
60,113181,-124.468536,42.835369,Oregon,Curry,0.7837,2,14,8.17,0.472,226,226/113181.nc
61,96793,-124.45575,40.460293,Unknown,Unknown,1.0,offshore,16,9.34,0.494,193,193/96793.nc
62,96540,-124.447281,40.442894,Unknown,Unknown,1.0,offshore,16,9.63,0.523,193,193/96540.nc
63,112631,-124.445511,42.682884,Oregon,Curry,0.3958,2,8,8.39,0.508,225,225/112631.nc
64,113116,-124.435913,42.824394,Oregon,Curry,0.8179,3,14,7.74,0.46,226,226/113116.nc
65,96794,-124.432892,40.466743,Unknown,Unknown,1.0,offshore,16,9.2,0.48,193,193/96794.nc
66,111654,-124.426056,42.430267,Oregon,Curry,0.6484,2,12,8.51,0.487,223,223/111654.nc
67,113247,-124.429779,42.865753,Oregon,Curry,0.9269,2,16,9.74,0.557,226,226/113247.nc
68,96287,-124.415955,40.431953,Unknown,Unknown,1.0,offshore,16,10.06,0.554,192,192/96287.nc
69,113183,-124.420959,42.848312,Oregon,Curry,0.7981,2,14,9.64,0.543,226,226/113183.nc
70,96019,-124.407471,40.414551,Unknown,Unknown,1.0,offshore,16,10.3,0.565,192,192/96019.nc
71,113117,-124.41214,42.830868,Oregon,Curry,0.9787,3,16,8.51,0.504,226,226/113117.nc
72,95758,-124.399017,40.397156,Unknown,Unknown,1.0,offshore,16,10.16,0.549,191,191/95758.nc
73,97851,-124.398163,40.555683,Unknown,Unknown,1.0,offshore,16,7.42,0.302,195,195/97851.nc
74,108984,-124.402435,41.901344,Unknown,Unknown,1.0,offshore,16,9.44,0.461,217,217/108984.nc
75,113055,-124.40332,42.813416,Oregon,Curry,1.0,3,16,7.28,0.404,226,226/113055.nc
76,95486,-124.390564,40.379761,Unknown,Unknown,1.0,offshore,16,9.65,0.516,190,190/95486.nc
77,110923,-124.394577,42.260387,Oregon,Curry,0.6589,2,12,7.36,0.405,221,221/110923.nc
78,112264,-124.386627,42.619572,Oregon,Curry,0.9835,3,16,7.62,0.43,224,224/112264.nc
79,95221,-124.382111,40.362358,Unknown,Unknown,1.0,offshore,16,9.13,0.482,190,190/95221.nc
80,97337,-124.38121,40.520878,Unknown,Unknown,1.0,offshore,16,7.91,0.352,194,194/97337.nc
81,108598,-124.376419,41.849052,Unknown,Unknown,1.0,offshore,16,9.25,0.448,217,217/108598.nc
82,113249,-124.382156,42.878685,Oregon,Curry,0.5416,3,10,9.14,0.505,226,226/113249.nc
83,94683,-124.365219,40.327564,Unknown,Unknown,1.0,offshore,16,8.55,0.434,189,189/94683.nc
84,97071,-124.372742,40.503479,California,Humboldt,0.9273,2,16,8.54,0.499,194,194/97071.nc
85,108486,-124.367767,41.831623,Unknown,Unknown,1.0,offshore,16,9.17,0.443,216,216/108486.nc
86,112363,-124.371704,42.643471,Oregon,Curry,0.582,2,10,9.05,0.491,224,224/112363.nc
87,126515,-124.370529,48.223053,Washington,Clallam,1.0,3,16,7.14,0.396,253,253/126515.nc
88,93876,-124.362717,40.268936,California,Humboldt,0.0051,2,2,10.16,0.617,187,187/93876.nc
89,98113,-124.360809,40.585968,Unknown,Unknown,1.0,offshore,16,6.4,0.232,196,196/98113.nc
90,108375,-124.359116,41.81419,Unknown,Unknown,1.0,offshore,16,9.09,0.437,216,216/108375.nc
91,112265,-124.362915,42.626026,Oregon,Curry,0.9584,3,16,8.4,0.465,224,224/112265.nc
92,93609,-124.354294,40.251545,Unknown,Unknown,1.0,offshore,16,10.27,0.549,187,187/93609.nc
93,97852,-124.352356,40.568562,California,Humboldt,0.2782,2,6,6.32,0.292,195,195/97852.nc
94,110451,-124.351013,42.173187,Oregon,Curry,0.8709,3,14,6.63,0.378,220,220/110451.nc
95,112174,-124.354156,42.60857,Oregon,Curry,0.97,3,16,7.56,0.432,224,224/112174.nc
96,93877,-124.33992,40.275368,California,Humboldt,0.3148,1,6,8.37,0.424,187,187/93877.nc
97,108376,-124.335724,41.820625,Unknown,Unknown,1.0,offshore,16,8.86,0.422,216,216/108376.nc
98,112266,-124.339203,42.632469,Oregon,Curry,0.7138,2,12,8.49,0.476,224,224/112266.nc
99,92892,-124.329025,40.199352,Unknown,Unknown,1.0,offshore,16,9.69,0.521,185,185/92892.nc
100,97853,-124.329437,40.574989,California,Humboldt,0.9882,3,16,5.72,0.253,195,195/97853.nc
101,108272,-124.327087,41.803188,Unknown,Unknown,1.0,offshore,16,8.76,0.415,216,216/108272.nc
102,112175,-124.330444,42.615021,Oregon,Curry,0.7379,3,12,7.43,0.436,224,224/112175.nc
103,93359,-124.323074,40.240574,California,Humboldt,0.0,2,2,9.42,0.581,186,186/93359.nc
104,108162,-124.318451,41.785759,Unknown,Unknown,1.0,offshore,16,8.65,0.407,216,216/108162.nc
105,112085,-124.321686,42.597572,Oregon,Curry,0.9591,3,16,6.36,0.346,224,224/112085.nc
106,92893,-124.306244,40.205772,Unknown,Unknown,1.0,offshore,16,8.36,0.43,185,185/92893.nc
107,100142,-124.313904,40.757408,Unknown,Unknown,1.0,offshore,16,6.72,0.277,200,200/100142.nc
108,108074,-124.309814,41.768322,Unknown,Unknown,1.0,offshore,16,8.52,0.398,216,216/108074.nc
109,112176,-124.306732,42.621464,Oregon,Curry,0.9548,3,16,7.45,0.433,224,224/112176.nc
110,92674,-124.297852,40.18837,Unknown,Unknown,1.0,offshore,16,8.23,0.421,185,185/92674.nc
111,107988,-124.301178,41.750881,Unknown,Unknown,1.0,offshore,16,8.39,0.389,215,215/107988.nc
112,121136,-124.296692,44.806965,Unknown,Unknown,1.0,offshore,16,8.0,0.373,242,242/121136.nc
113,126480,-124.297028,47.606224,Washington,Jefferson,1.0,3,16,5.86,0.297,252,252/126480.nc
114,93610,-124.285889,40.270813,California,Humboldt,0.6771,2,12,7.58,0.393,187,187/93610.nc
115,108075,-124.286438,41.77475,Unknown,Unknown,1.0,offshore,16,8.22,0.378,216,216/108075.nc
116,111997,-124.289246,42.586559,Oregon,Curry,1.0,3,16,6.02,0.31,223,223/111997.nc
117,120237,-124.288849,44.630352,Unknown,Unknown,1.0,offshore,16,8.08,0.374,240,240/120237.nc
118,126479,-124.287476,47.588757,Washington,Jefferson,1.0,3,16,5.65,0.28,252,252/126479.nc
119,92675,-124.275055,40.194786,Unknown,Unknown,1.0,offshore,16,8.98,0.45,185,185/92675.nc
120,97595,-124.275131,40.570427,California,Humboldt,1.0,3,16,4.81,0.195,195,195/97595.nc
121,108274,-124.280289,41.816059,Unknown,Unknown,1.0,offshore,16,8.17,0.376,216,216/108274.nc
122,111934,-124.280487,42.569111,Oregon,Curry,1.0,3,16,5.78,0.289,223,223/111934.nc
123,92479,-124.266663,40.177387,Unknown,Unknown,1.0,offshore,16,8.68,0.429,184,184/92479.nc
124,97338,-124.266693,40.553024,California,Humboldt,1.0,3,16,5.11,0.212,194,194/97338.nc
125,108164,-124.271667,41.798622,Unknown,Unknown,1.0,offshore,16,8.05,0.367,216,216/108164.nc
126,111885,-124.271759,42.551643,Oregon,Curry,1.0,3,16,5.72,0.28,223,223/111885.nc
127,126481,-124.271118,47.612667,Washington,Jefferson,1.0,3,16,5.74,0.287,252,252/126481.nc
128,93611,-124.263077,40.277229,California,Humboldt,0.8054,3,14,6.51,0.342,187,187/93611.nc
129,97072,-124.25824,40.53561,California,Humboldt,1.0,3,16,5.66,0.25,194,194/97072.nc
130,108602,-124.259338,41.881237,Unknown,Unknown,1.0,offshore,16,7.52,0.337,217,217/108602.nc
131,111935,-124.256805,42.575535,Oregon,Curry,1.0,3,16,5.51,0.281,223,223/111935.nc
132,93116,-124.246277,40.24242,California,Humboldt,0.5988,2,10,7.99,0.461,186,186/93116.nc
133,108491,-124.250717,41.8638,Unknown,Unknown,1.0,offshore,16,7.41,0.33,216,216/108491.nc
134,111886,-124.248062,42.558075,Oregon,Curry,1.0,3,16,5.7,0.291,223,223/111886.nc
135,126265,-124.245453,46.864964,Unknown,Unknown,1.0,offshore,16,7.66,0.336,252,252/126265.nc
136,92289,-124.235504,40.166393,Unknown,Unknown,1.0,offshore,16,8.79,0.424,184,184/92289.nc
137,111999,-124.241821,42.599422,Oregon,Curry,1.0,3,16,5.93,0.317,223,223/111999.nc
138,92096,-124.227127,40.148987,Unknown,Unknown,1.0,offshore,16,8.01,0.375,184,184/92096.nc
139,111936,-124.233093,42.581963,Oregon,Curry,1.0,3,16,6.08,0.329,223,223/111936.nc
140,92896,-124.215088,40.231411,California,Humboldt,0.6396,3,12,6.49,0.343,185,185/92896.nc
141,111887,-124.224365,42.564503,Oregon,Curry,0.9984,3,16,6.57,0.356,223,223/111887.nc
142,123621,-124.219635,45.52179,Unknown,Unknown,1.0,offshore,16,8.01,0.369,247,247/123621.nc
143,93363,-124.209045,40.272629,California,Humboldt,1.0,3,16,5.16,0.219,186,186/93363.nc
144,99904,-124.21344,40.765648,Unknown,Unknown,1.0,offshore,16,5.51,0.197,199,199/99904.nc
145,123549,-124.210464,45.504307,Unknown,Unknown,1.0,offshore,16,8.02,0.37,247,247/123549.nc
146,126501,-124.212051,48.043842,Washington,Clallam,1.0,3,16,6.09,0.305,253,253/126501.nc
147,91899,-124.195984,40.137978,Unknown,Unknown,1.0,offshore,16,7.53,0.335,183,183/91899.nc
148,123693,-124.203857,45.545708,Unknown,Unknown,1.0,offshore,16,7.98,0.367,247,247/123693.nc
149,126287,-124.20372,46.895302,Unknown,Unknown,1.0,offshore,16,7.6,0.331,252,252/126287.nc
150,91703,-124.187622,40.120575,Unknown,Unknown,1.0,offshore,16,6.53,0.273,183,183/91703.nc
151,107846,-124.19046,41.741688,Unknown,Unknown,1.0,offshore,16,6.18,0.25,215,215/107846.nc
152,123550,-124.185516,45.510731,Unknown,Unknown,1.0,offshore,16,8.0,0.369,247,247/123550.nc
153,126502,-124.185913,48.050262,Washington,Clallam,1.0,3,16,5.98,0.293,253,253/126502.nc
154,123694,-124.178894,45.552132,Unknown,Unknown,1.0,offshore,16,7.96,0.366,247,247/123694.nc
155,126238,-124.184921,46.86034,Unknown,Unknown,1.0,offshore,16,7.57,0.329,252,252/126238.nc
156,123623,-124.169724,45.534645,Unknown,Unknown,1.0,offshore,16,7.97,0.366,247,247/123623.nc
157,123551,-124.160553,45.517155,Unknown,Unknown,1.0,offshore,16,7.97,0.367,247,247/123551.nc
158,126503,-124.159775,48.056683,Washington,Clallam,1.0,3,16,5.68,0.276,253,253/126503.nc
159,112000,-124.146912,42.625084,Oregon,Curry,0.9403,3,16,8.24,0.474,224,224/112000.nc
160,123695,-124.153915,45.558552,Unknown,Unknown,1.0,offshore,16,7.94,0.364,247,247/123695.nc
161,123552,-124.13559,45.523571,Unknown,Unknown,1.0,offshore,16,7.95,0.366,247,247/123552.nc
162,91341,-124.125397,40.09853,Unknown,Unknown,1.0,offshore,16,5.7,0.222,182,182/91341.nc
163,98872,-124.133667,40.708752,California,Humboldt,1.0,3,16,4.6,0.197,197,197/98872.nc
164,125345,-124.131317,46.219101,Unknown,Unknown,1.0,offshore,16,7.79,0.345,250,250/125345.nc
165,91169,-124.117065,40.081123,Unknown,Unknown,1.0,offshore,16,5.3,0.191,182,182/91169.nc
166,90997,-124.108734,40.063709,Unknown,Unknown,1.0,offshore,16,5.36,0.194,181,181/90997.nc
167,104539,-124.108093,41.249744,Unknown,Unknown,1.0,offshore,16,5.02,0.168,209,209/104539.nc
168,104348,-124.099609,41.232304,California,Humboldt,0.6728,3,12,4.98,0.223,208,208/104348.nc
169,126514,-124.096024,48.211033,Unknown,Unknown,1.0,offshore,16,6.15,0.213,253,253/126514.nc
170,90628,-124.092072,40.028889,Unknown,Unknown,1.0,offshore,16,5.68,0.212,181,181/90628.nc
171,100804,-124.086014,40.880119,California,Humboldt,0.002,3,2,4.28,0.2,201,201/100804.nc
172,117322,-124.094467,43.92754,Oregon,Lane,0.9766,3,16,6.52,0.355,234,234/117322.nc
173,126266,-124.091965,46.903469,Unknown,Unknown,1.0,offshore,16,7.02,0.284,252,252/126266.nc
174,126513,-124.086426,48.193558,Washington,Clallam,0.57,3,10,6.16,0.333,253,253/126513.nc
175,93614,-124.080414,40.328365,California,Humboldt,0.934,2,16,8.62,0.476,187,187/93614.nc
176,118937,-124.07785,44.328491,Oregon,Lincoln,1.0,2,16,7.5,0.378,237,237/118937.nc
177,89904,-124.067123,39.976654,Unknown,Unknown,1.0,offshore,16,6.12,0.248,179,179/89904.nc
178,120019,-124.065231,44.629253,Oregon,Lincoln,0.2066,2,4,7.39,0.414,240,240/120019.nc
179,126166,-124.070755,46.809616,Washington,Grays Harbor,1.0,2,16,7.14,0.359,252,252/126166.nc
180,93119,-124.063705,40.293526,California,Humboldt,0.6433,2,12,7.88,0.432,186,186/93119.nc
181,119946,-124.056244,44.611763,Oregon,Lincoln,0.74,2,12,7.18,0.376,239,239/119946.nc
182,126157,-124.061417,46.792118,Washington,Pacific,1.0,2,16,7.21,0.364,252,252/126157.nc
183,119884,-124.047272,44.594265,Oregon,Lincoln,0.7455,2,12,7.02,0.359,239,239/119884.nc
184,126143,-124.052078,46.77462,Washington,Pacific,1.0,2,16,7.17,0.362,252,252/126143.nc
185,126511,-124.050629,48.182465,Unknown,Unknown,1.0,offshore,16,6.16,0.219,253,253/126511.nc
186,99365,-124.035477,40.775505,California,Humboldt,1.0,3,16,4.11,0.173,198,198/99365.nc
187,120020,-124.040649,44.635647,Oregon,Lincoln,0.1891,2,4,6.94,0.374,240,240/120020.nc
188,126197,-124.0383,46.857388,Unknown,Unknown,1.0,offshore,16,6.63,0.254,252,252/126197.nc
189,99114,-124.027069,40.758068,California,Humboldt,1.0,3,16,3.95,0.167,198,198/99114.nc
190,119947,-124.031677,44.618156,Oregon,Lincoln,0.755,3,14,6.68,0.367,239,239/119947.nc
191,126183,-124.028961,46.839893,Washington,Grays Harbor,0.4239,3,8,6.66,0.38,252,252/126183.nc
192,93881,-124.020172,40.364891,California,Humboldt,0.6007,3,10,7.74,0.46,187,187/93881.nc
193,119885,-124.022705,44.600655,Oregon,Lincoln,0.9867,3,16,6.51,0.342,239,239/119885.nc
194,126167,-124.019623,46.822392,Washington,Grays Harbor,0.5813,3,10,6.71,0.38,252,252/126167.nc
195,98620,-124.010269,40.723202,California,Humboldt,1.0,3,16,4.69,0.195,197,197/98620.nc
196,119948,-124.00708,44.624542,Oregon,Lincoln,0.812,3,14,6.48,0.344,239,239/119948.nc
197,124403,-124.013397,45.832504,Unknown,Unknown,1.0,offshore,16,7.4,0.318,248,248/124403.nc
198,121137,-124.000717,44.883938,Oregon,Lincoln,0.3927,3,8,6.63,0.387,242,242/121137.nc
199,124312,-123.995087,45.797493,Unknown,Unknown,1.0,offshore,16,7.46,0.325,248,248/124312.nc
200,126184,-124.003387,46.846268,Washington,Grays Harbor,0.8789,3,16,6.71,0.369,252,252/126184.nc
201,121030,-123.991714,44.86644,Oregon,Lincoln,0.6183,3,10,6.65,0.38,242,242/121030.nc
202,124518,-123.990631,45.89777,Unknown,Unknown,1.0,offshore,16,7.44,0.317,249,249/124518.nc
203,126168,-123.994049,46.828785,Washington,Grays Harbor,0.7397,3,12,6.69,0.373,252,252/126168.nc
204,79930,-123.977585,39.193207,Unknown,Unknown,1.0,offshore,16,8.84,0.44,159,159/79930.nc
205,120923,-123.982712,44.848946,Oregon,Lincoln,0.9709,3,16,6.33,0.341,241,241/120923.nc
206,126509,-123.979065,48.160255,Washington,Clallam,0.8,3,14,6.02,0.312,253,253/126509.nc
207,112995,-123.965652,42.911427,Oregon,Coos,1.0,3,16,5.76,0.259,225,225/112995.nc
208,121031,-123.96701,44.872818,Oregon,Lincoln,0.7829,3,14,6.18,0.331,242,242/121031.nc
209,124559,-123.97464,45.921646,Oregon,Clatsop,0.4269,2,8,7.71,0.409,249,249/124559.nc
210,126129,-123.96611,46.776276,Washington,Pacific,0.5913,3,10,6.74,0.382,252,252/126129.nc
211,121616,-123.955872,45.014462,Oregon,Lincoln,0.351,3,6,6.67,0.371,243,243/121616.nc
212,125244,-123.961121,46.222462,Unknown,Unknown,1.0,offshore,16,7.35,0.31,250,250/125244.nc
213,126057,-123.963745,46.717396,Unknown,Unknown,1.0,offshore,16,6.49,0.241,252,252/126057.nc
214,121534,-123.946854,44.996956,Oregon,Lincoln,0.9686,3,16,6.87,0.358,243,243/121534.nc
215,126083,-123.94751,46.741272,Washington,Pacific,1.0,3,16,6.45,0.336,252,252/126083.nc
216,126510,-123.95285,48.16663,Unknown,Unknown,1.0,offshore,16,5.94,0.207,253,253/126510.nc
217,119396,-123.935516,44.484531,Oregon,Lincoln,0.1946,3,4,6.57,0.368,238,238/119396.nc
218,119474,-123.944443,44.502037,Oregon,Lincoln,0.5437,3,10,6.68,0.366,238,238/119474.nc
219,126505,-123.943298,48.149136,Washington,Clallam,0.9999,3,16,5.56,0.264,253,253/126505.nc
220,118938,-123.931046,44.366783,Oregon,Lincoln,1.0,3,16,6.03,0.293,237,237/118938.nc
221,121617,-123.931091,45.020828,Oregon,Lincoln,0.993,3,16,6.53,0.335,243,243/121617.nc
222,123467,-123.926605,45.557182,Unknown,Unknown,1.0,offshore,16,7.14,0.301,246,246/123467.nc
223,126107,-123.931244,46.765148,Washington,Pacific,1.0,3,16,6.52,0.345,252,252/126107.nc
224,119017,-123.915466,44.390652,Oregon,Lincoln,1.0,3,16,5.63,0.258,238,238/119017.nc
225,119475,-123.919907,44.508408,Oregon,Lincoln,0.6128,3,10,6.69,0.367,238,238/119475.nc
226,126506,-123.917084,48.155495,Washington,Clallam,0.7514,3,14,5.62,0.281,253,253/126506.nc
227,104349,-123.91391,41.28323,California,Humboldt,1.0,3,16,5.23,0.22,208,208/104349.nc
228,118939,-123.906555,44.373146,Oregon,Lincoln,1.0,3,16,6.06,0.297,237,237/118939.nc
229,121618,-123.906326,45.027187,Oregon,Lincoln,1.0,3,16,6.56,0.334,243,243/121618.nc
230,104017,-123.897034,41.248314,California,Humboldt,1.0,3,16,4.98,0.213,208,208/104017.nc
231,118867,-123.897659,44.355637,Oregon,Lincoln,0.8797,3,16,6.53,0.344,237,237/118867.nc
232,119476,-123.895355,44.514767,Oregon,Lincoln,0.938,3,16,6.57,0.35,238,238/119476.nc
233,124362,-123.903748,45.840485,Oregon,Clatsop,0.6534,2,12,8.33,0.429,248,248/124362.nc
234,119398,-123.886444,44.497253,Oregon,Lincoln,0.9992,3,16,6.45,0.337,238,238/119398.nc
235,123037,-123.888046,45.428253,Oregon,Tillamook,1.0,3,16,6.45,0.331,246,246/123037.nc
236,126507,-123.890869,48.161854,Unknown,Unknown,1.0,offshore,16,5.76,0.194,253,253/126507.nc
237,98114,-123.878448,40.720039,California,Humboldt,1.0,3,16,4.92,0.205,196,196/98114.nc
238,118940,-123.882065,44.379501,Oregon,Lincoln,1.0,3,16,6.17,0.306,237,237/118940.nc
239,123696,-123.878815,45.628799,Oregon,Tillamook,0.5618,3,10,6.96,0.389,247,247/123696.nc
240,118868,-123.873169,44.361996,Oregon,Lincoln,0.9999,3,16,6.47,0.336,237,237/118868.nc
241,124438,-123.871735,45.888222,Oregon,Clatsop,0.9445,3,16,7.3,0.369,248,248/124438.nc
242,119399,-123.861893,44.503616,Oregon,Lincoln,0.9675,3,16,6.46,0.337,238,238/119399.nc
243,104018,-123.850571,41.260986,California,Humboldt,1.0,3,16,4.77,0.195,208,208/104018.nc
244,98360,-123.817719,40.756477,California,Humboldt,1.0,3,16,5.13,0.202,196,196/98360.nc
245,124560,-123.823578,45.959812,Oregon,Clatsop,0.5385,2,10,7.78,0.405,249,249/124560.nc
246,125686,-123.810928,46.537525,Washington,Pacific,1.0,3,16,7.01,0.387,251,251/125686.nc
247,102261,-123.798157,41.097496,California,Humboldt,1.0,3,16,6.36,0.299,204,204/102261.nc
248,121536,-123.798218,45.035076,Oregon,Lincoln,1.0,3,16,6.92,0.348,243,243/121536.nc
249,123468,-123.801514,45.588947,Oregon,Tillamook,0.9851,3,16,7.05,0.389,246,246/123468.nc
250,102055,-123.789764,41.080032,California,Humboldt,0.9985,3,16,6.54,0.303,204,204/102055.nc
251,123399,-123.79245,45.57143,Oregon,Tillamook,0.9323,3,16,6.42,0.346,246,246/123399.nc
252,101832,-123.781387,41.062569,California,Humboldt,0.946,3,16,6.62,0.301,203,203/101832.nc
253,123469,-123.776474,45.595291,Oregon,Tillamook,0.9974,3,16,6.72,0.36,246,246/123469.nc
254,81444,-123.772964,39.408264,California,Mendocino,0.8275,3,14,5.36,0.269,162,162/81444.nc
255,101609,-123.77301,41.045105,California,Humboldt,0.9945,3,16,6.51,0.295,203,203/101609.nc
256,124562,-123.773163,45.972492,Oregon,Clatsop,1.0,3,16,7.05,0.377,249,249/124562.nc
257,81681,-123.758575,39.431988,California,Mendocino,1.0,3,16,5.17,0.252,163,163/81681.nc
258,125104,-123.756409,46.214386,Unknown,Unknown,1.0,offshore,16,5.93,0.209,250,250/125104.nc
259,81445,-123.750427,39.41457,California,Mendocino,1.0,3,16,5.25,0.256,162,162/81445.nc
260,94137,-123.753662,40.458317,California,Humboldt,0.8015,3,14,4.38,0.188,188,188/94137.nc
261,98361,-123.748566,40.775417,California,Humboldt,0.999,3,16,5.13,0.232,196,196/98361.nc
262,123470,-123.751434,45.60162,Oregon,Tillamook,0.9996,3,16,6.5,0.336,246,246/123470.nc
