,site_id,longitude,latitude,State,County,fraction_of_usable_area,power_curve,capacity,wind_speed,capacity_factor,full_timeseries_directory,full_timeseries_path
19888,16557,-97.419159,34.93676,Oklahoma,McClain,0.9773,3,16,7.64,0.477,33,33/16557.nc
19889,22875,-97.418213,35.927685,Oklahoma,Logan,0.9487,2,16,7.34,0.395,45,45/22875.nc
19890,29211,-97.415558,36.847668,Oklahoma,Kay,1.0,2,16,7.88,0.446,58,58/29211.nc
19891,74329,-97.423676,42.423557,Nebraska,Pierce,1.0,2,16,8.52,0.496,148,148/74329.nc
19892,83979,-97.419006,43.279659,South Dakota,Hutchinson,1.0,2,16,8.2,0.47,167,167/83979.nc
19893,95564,-97.415161,44.173519,South Dakota,Miner,1.0,2,16,8.02,0.456,191,191/95564.nc
19894,100234,-97.423462,44.508698,South Dakota,Kingsbury,1.0,2,16,8.25,0.474,200,200/100234.nc
19895,108922,-97.424286,45.589272,South Dakota,Marshall,1.0,2,16,8.03,0.456,217,217/108922.nc
19896,121610,-97.415497,48.401802,North Dakota,Walsh,0.467,2,8,7.01,0.396,243,243/121610.nc
19897,11,-97.405334,25.087952,Unknown,Unknown,1.0,offshore,16,8.19,0.375,0,0/11.nc
19898,1472,-97.40921,27.295696,Unknown,Unknown,1.0,offshore,16,7.83,0.343,2,2/1472.nc
19899,2376,-97.407501,28.221626,Texas,Refugio,0.9511,2,16,6.77,0.323,4,4/2376.nc
19900,8499,-97.405029,31.168114,Texas,Bell,0.9397,3,16,7.24,0.435,16,16/8499.nc
19901,40710,-97.407562,38.582928,Kansas,McPherson,1.0,2,16,8.2,0.468,81,81/40710.nc
19902,46644,-97.411011,39.78643,Kansas,Republic,1.0,2,16,8.25,0.475,93,93/46644.nc
19903,77182,-97.405121,42.702877,Nebraska,Cedar,1.0,2,16,7.82,0.435,154,154/77182.nc
19904,94487,-97.41333,44.099041,South Dakota,Miner,1.0,2,16,7.98,0.452,188,188/94487.nc
19905,6,-97.404999,25.070404,Unknown,Unknown,1.0,offshore,16,8.19,0.375,0,0/6.nc
19906,1980,-97.401123,27.900738,Texas,San Patricio,0.9358,2,16,7.38,0.389,3,3/1980.nc
19907,9207,-97.397186,31.819965,Texas,Bosque,0.9935,3,16,7.36,0.447,18,18/9207.nc
19908,11659,-97.402374,33.110027,Texas,Wise,1.0,3,16,7.5,0.459,23,23/11659.nc
19909,18855,-97.40387,35.26696,Oklahoma,Cleveland,0.6651,2,12,7.88,0.455,37,37/18855.nc
19910,22767,-97.395111,35.909637,Oklahoma,Logan,0.9828,2,16,7.61,0.419,45,45/22767.nc
19911,59435,-97.395569,41.234146,Nebraska,Polk,1.0,2,16,8.09,0.463,118,118/59435.nc
19912,74330,-97.398499,42.423885,Nebraska,Pierce,1.0,2,16,8.49,0.494,148,148/74330.nc
19913,75198,-97.400696,42.516876,Nebraska,Cedar,1.0,2,16,8.39,0.481,150,150/75198.nc
19914,99739,-97.396423,44.471783,South Dakota,Kingsbury,1.0,2,16,8.12,0.464,199,199/99739.nc
19915,100235,-97.397339,44.509026,South Dakota,Kingsbury,1.0,2,16,8.2,0.47,200,200/100235.nc
19916,109064,-97.398132,45.608227,South Dakota,Marshall,1.0,2,16,8.13,0.464,218,218/109064.nc
19917,123387,-97.400208,48.885754,North Dakota,Pembina,1.0,2,16,7.02,0.374,246,246/123387.nc
19918,41,-97.389313,25.263863,Unknown,Unknown,1.0,offshore,16,8.17,0.372,0,0/41.nc
19919,2377,-97.387268,28.221931,Texas,Refugio,1.0,2,16,6.78,0.322,4,4/2377.nc
19920,12707,-97.393127,33.711842,Texas,Cooke,0.9249,2,16,8.19,0.469,25,25/12707.nc
19921,40969,-97.385132,38.638721,Kansas,Saline,1.0,2,16,7.84,0.433,81,81/40969.nc
19922,83980,-97.393463,43.279987,South Dakota,Turner,1.0,2,16,8.21,0.468,167,167/83980.nc
19923,94209,-97.386932,44.08075,South Dakota,Miner,1.0,2,16,7.94,0.449,188,188/94209.nc
19924,1710,-97.375427,27.61623,Texas,Nueces,1.0,2,16,7.35,0.376,3,3/1710.nc
19925,8535,-97.384277,31.186501,Texas,Bell,1.0,3,16,7.43,0.452,17,17/8535.nc
19926,18856,-97.381409,35.267281,Oklahoma,Cleveland,0.9837,2,16,7.81,0.436,37,37/18856.nc
19927,40533,-97.383118,38.546284,Kansas,McPherson,1.0,2,16,8.21,0.471,81,81/40533.nc
19928,75011,-97.375031,42.4986,Nebraska,Cedar,1.0,2,16,8.34,0.478,150,150/75011.nc
19929,75199,-97.375458,42.517197,Nebraska,Cedar,1.0,2,16,8.24,0.47,150,150/75199.nc
19930,51,-97.370544,25.299309,Unknown,Unknown,1.0,offshore,16,8.15,0.37,0,0/51.nc
19931,521,-97.367737,26.180355,Texas,Cameron,1.0,2,16,7.63,0.405,1,1/521.nc
19932,2392,-97.36734,28.240086,Texas,Refugio,1.0,2,16,6.87,0.331,4,4/2392.nc
19933,7162,-97.368744,30.410461,Texas,Bastrop,1.0,3,16,7.26,0.434,14,14/7162.nc
19934,7438,-97.372314,30.59071,Texas,Williamson,1.0,3,16,7.24,0.432,14,14/7438.nc
19935,12708,-97.371185,33.712151,Texas,Cooke,0.8262,2,14,8.12,0.468,25,25/12708.nc
19936,22030,-97.369324,35.76302,Oklahoma,Logan,1.0,2,16,8.25,0.476,44,44/22030.nc
19937,59203,-97.370453,41.215897,Nebraska,Polk,1.0,2,16,8.0,0.455,118,118/59203.nc
19938,74136,-97.372864,42.405609,Nebraska,Pierce,1.0,2,16,8.27,0.475,148,148/74136.nc
19939,82939,-97.36615,43.205864,South Dakota,Turner,1.0,2,16,8.12,0.465,165,165/82939.nc
19940,96856,-97.365448,44.267269,South Dakota,Kingsbury,1.0,2,16,7.89,0.442,193,193/96856.nc
19941,100236,-97.371216,44.509346,South Dakota,Kingsbury,1.0,2,16,8.15,0.465,200,200/100236.nc
19942,123388,-97.371948,48.886078,North Dakota,Pembina,1.0,2,16,6.94,0.366,246,246/123388.nc
19943,1982,-97.360809,27.901344,Texas,San Patricio,0.8603,2,14,7.36,0.389,3,3/1982.nc
19944,14591,-97.363831,34.4249,Oklahoma,Carter,1.0,2,16,8.27,0.479,29,29/14591.nc
19945,40534,-97.359467,38.546597,Kansas,Marion,1.0,2,16,8.16,0.467,81,81/40534.nc
19946,93945,-97.360596,44.06245,South Dakota,Lake,1.0,2,16,7.98,0.453,187,187/93945.nc
19947,22,-97.347839,25.123955,Unknown,Unknown,1.0,offshore,16,8.19,0.374,0,0/22.nc
19948,2549,-97.350861,28.436749,Texas,Goliad,1.0,3,16,6.79,0.383,5,5/2549.nc
19949,7439,-97.351379,30.591026,Texas,Williamson,1.0,3,16,7.27,0.435,14,14/7439.nc
19950,8971,-97.348419,31.512703,Texas,McLennan,1.0,3,16,7.2,0.432,17,17/8971.nc
19951,23170,-97.351288,35.983749,Oklahoma,Logan,0.9432,2,16,7.29,0.387,46,46/23170.nc
19952,39039,-97.351868,38.195461,Kansas,Marion,1.0,2,16,8.41,0.487,78,78/39039.nc
19953,58985,-97.345337,41.197639,Nebraska,Butler,1.0,2,16,7.95,0.45,117,117/58985.nc
19954,73408,-97.345978,42.331551,Nebraska,Wayne,1.0,2,16,8.65,0.504,146,146/73408.nc
19955,75200,-97.35022,42.517509,Nebraska,Cedar,1.0,2,16,8.19,0.467,150,150/75200.nc
19956,14550,-97.341278,34.406921,Oklahoma,Murray,1.0,2,16,8.14,0.467,29,29/14550.nc
19957,40446,-97.335449,38.528412,Kansas,Marion,1.0,2,16,7.99,0.449,80,80/40446.nc
19958,46545,-97.338257,39.768848,Kansas,Washington,1.0,2,16,8.53,0.495,93,93/46545.nc
19959,57321,-97.342041,41.04908,Nebraska,Butler,1.0,2,16,8.07,0.462,114,114/57321.nc
19960,82485,-97.339783,43.168957,South Dakota,Yankton,1.0,2,16,8.07,0.46,164,164/82485.nc
19961,94211,-97.335114,44.081371,South Dakota,Lake,1.0,2,16,8.2,0.468,188,188/94211.nc
19962,123459,-97.344116,48.904995,North Dakota,Pembina,1.0,2,16,6.9,0.362,246,246/123459.nc
19963,23,-97.328461,25.124245,Unknown,Unknown,1.0,offshore,16,8.19,0.374,0,0/23.nc
19964,7440,-97.330444,30.59132,Texas,Williamson,1.0,3,16,7.26,0.435,14,14/7440.nc
19965,8972,-97.327179,31.513004,Texas,McLennan,1.0,3,16,7.13,0.425,17,17/8972.nc
19966,23256,-97.328949,36.00243,Oklahoma,Logan,0.576,2,10,7.06,0.379,46,46/23256.nc
19967,38942,-97.328003,38.177296,Kansas,Marion,1.0,2,16,8.41,0.488,77,77/38942.nc
19968,93946,-97.334656,44.062756,South Dakota,Lake,1.0,2,16,8.2,0.469,187,187/93946.nc
19969,104083,-97.32724,44.863823,South Dakota,Codington,1.0,2,16,7.79,0.437,208,208/104083.nc
19970,14505,-97.318756,34.388935,Oklahoma,Murray,0.889,2,16,7.96,0.454,29,29/14505.nc
19971,14807,-97.321289,34.516964,Oklahoma,Garvin,0.8442,2,14,7.64,0.414,29,29/14807.nc
19972,41248,-97.315308,38.695141,Kansas,Dickinson,1.0,2,16,7.98,0.444,82,82/41248.nc
19973,57096,-97.317017,41.030827,Nebraska,Seward,1.0,2,16,8.0,0.456,114,114/57096.nc
19974,74333,-97.322906,42.424839,Nebraska,Cedar,1.0,2,16,8.25,0.475,148,148/74333.nc
19975,75201,-97.324982,42.517822,Nebraska,Cedar,1.0,2,16,8.12,0.462,150,150/75201.nc
19976,97948,-97.315125,44.342381,South Dakota,Kingsbury,0.6884,2,12,7.81,0.449,195,195/97948.nc
19977,33,-97.309692,25.15966,Unknown,Unknown,1.0,offshore,16,8.19,0.373,0,0/33.nc
19978,1612,-97.312897,27.492661,Unknown,Unknown,1.0,offshore,16,7.64,0.322,3,3/1612.nc
19979,8951,-97.305267,31.477112,Texas,McLennan,0.8444,3,14,7.06,0.426,17,17/8951.nc
19980,8973,-97.305969,31.513306,Texas,McLennan,1.0,3,16,6.96,0.408,17,17/8973.nc
19981,11244,-97.311859,32.92923,Texas,Tarrant,0.9872,3,16,7.45,0.455,22,22/11244.nc
19982,23171,-97.305878,35.984356,Oklahoma,Logan,0.9927,2,16,7.22,0.378,46,46/23171.nc
19983,39136,-97.305237,38.214546,Kansas,Marion,1.0,2,16,8.57,0.499,78,78/39136.nc
19984,40447,-97.311798,38.528717,Kansas,Marion,1.0,2,16,7.91,0.442,80,80/40447.nc
19985,66406,-97.309326,41.811325,Nebraska,Stanton,1.0,2,16,8.2,0.469,132,132/66406.nc
19986,82486,-97.31427,43.16927,South Dakota,Yankton,1.0,2,16,8.29,0.478,164,164/82486.nc
19987,93947,-97.308777,44.063068,South Dakota,Lake,1.0,2,16,8.32,0.479,187,187/93947.nc
19988,8596,-97.300446,31.223869,Texas,Bell,1.0,3,16,7.38,0.447,17,17/8596.nc
19989,12346,-97.300751,33.47596,Texas,Cooke,0.9145,3,16,7.72,0.481,24,24/12346.nc
19990,14398,-97.295868,34.352661,Oklahoma,Carter,0.9455,3,16,7.35,0.445,28,28/14398.nc
19991,14808,-97.299103,34.517269,Oklahoma,Garvin,0.9706,2,16,7.66,0.409,29,29/14808.nc
19992,38943,-97.304504,38.177601,Kansas,Marion,1.0,2,16,8.45,0.492,77,77/38943.nc
19993,44189,-97.303955,39.287571,Kansas,Clay,1.0,2,16,8.04,0.459,88,88/44189.nc
19994,58535,-97.295197,41.16111,Nebraska,Butler,1.0,2,16,7.98,0.454,117,117/58535.nc
19995,74334,-97.297729,42.42514,Nebraska,Cedar,1.0,2,16,8.18,0.469,148,148/74334.nc
19996,75202,-97.299744,42.518127,Nebraska,Cedar,1.0,2,16,8.09,0.461,150,150/75202.nc
19997,102122,-97.296692,44.677895,South Dakota,Hamlin,1.0,2,16,7.75,0.432,204,204/102122.nc
19998,39,-97.290924,25.195061,Unknown,Unknown,1.0,offshore,16,8.18,0.373,0,0/39.nc
19999,11426,-97.291931,33.020527,Texas,Denton,1.0,3,16,6.93,0.404,22,22/11426.nc
20000,16674,-97.285461,34.956932,Oklahoma,McClain,0.5718,2,10,7.63,0.439,33,33/16674.nc
20001,23846,-97.285339,36.094917,Oklahoma,Payne,1.0,2,16,7.96,0.452,47,47/23846.nc
20002,40448,-97.288177,38.529022,Kansas,Marion,1.0,2,16,7.86,0.439,80,80/40448.nc
20003,56863,-97.291992,41.012554,Nebraska,Seward,1.0,2,16,7.9,0.447,113,113/56863.nc
20004,82487,-97.288757,43.169579,South Dakota,Yankton,1.0,2,16,8.32,0.48,164,164/82487.nc
20005,95569,-97.285339,44.175091,South Dakota,Lake,1.0,2,16,8.0,0.453,191,191/95569.nc
20006,107533,-97.285217,45.330082,South Dakota,Day,0.8141,2,14,7.93,0.455,215,215/107533.nc
20007,7123,-97.284851,30.393639,Texas,Lee,1.0,3,16,7.15,0.425,14,14/7123.nc
20008,8568,-97.278961,31.20607,Texas,Bell,1.0,3,16,7.41,0.45,17,17/8568.nc
20009,12347,-97.2789,33.476246,Texas,Cooke,0.9081,3,16,7.68,0.477,24,24/12347.nc
20010,12402,-97.279602,33.512718,Texas,Cooke,0.5771,2,10,7.69,0.443,24,24/12402.nc
20011,14809,-97.276917,34.517555,Oklahoma,Garvin,0.9611,2,16,7.47,0.396,29,29/14809.nc
20012,23079,-97.282806,35.966278,Oklahoma,Logan,0.9778,2,16,7.31,0.387,46,46/23079.nc
20013,38944,-97.280975,38.177895,Kansas,Marion,1.0,2,16,8.55,0.499,77,77/38944.nc
20014,93948,-97.282837,44.063374,South Dakota,Lake,1.0,2,16,8.33,0.481,187,187/93948.nc
20015,104244,-97.275085,44.883057,South Dakota,Codington,0.986,2,16,7.81,0.439,208,208/104244.nc
20016,9048,-97.265839,31.640621,Texas,McLennan,1.0,3,16,7.09,0.421,18,18/9048.nc
20017,11389,-97.269867,33.002613,Texas,Denton,1.0,3,16,7.16,0.427,22,22/11389.nc
20018,14343,-97.273376,34.334671,Oklahoma,Carter,1.0,3,16,7.08,0.412,28,28/14343.nc
20019,24894,-97.265503,36.242275,Oklahoma,Noble,1.0,2,16,8.4,0.488,49,49/24894.nc
20020,40621,-97.265289,38.566288,Kansas,Marion,1.0,2,16,8.36,0.486,81,81/40621.nc
20021,57098,-97.267792,41.031425,Nebraska,Seward,1.0,2,16,8.0,0.455,114,114/57098.nc
20022,74516,-97.272919,42.444035,Nebraska,Cedar,1.0,2,16,8.26,0.476,149,149/74516.nc
20023,83727,-97.265259,43.262917,South Dakota,Turner,1.0,2,16,7.28,0.383,167,167/83727.nc
20024,101908,-97.270081,44.659565,South Dakota,Hamlin,1.0,2,16,7.55,0.412,203,203/101908.nc
20025,8569,-97.257812,31.206371,Texas,Bell,1.0,3,16,7.36,0.446,17,17/8569.nc
20026,12348,-97.257019,33.47654,Texas,Cooke,1.0,3,16,7.63,0.469,24,24/12348.nc
20027,12403,-97.257721,33.513008,Texas,Cooke,0.5956,2,10,7.6,0.435,24,24/12403.nc
20028,16558,-97.262756,34.938908,Oklahoma,McClain,0.9986,2,16,7.67,0.424,33,33/16558.nc
20029,22981,-97.259735,35.948204,Oklahoma,Logan,0.9816,2,16,7.43,0.399,45,45/22981.nc
20030,38836,-97.257111,38.159721,Kansas,Harvey,1.0,2,16,8.62,0.503,77,77/38836.nc
20031,40538,-97.264893,38.547806,Kansas,Marion,1.0,2,16,8.15,0.468,81,81/40538.nc
20032,82488,-97.263214,43.169868,South Dakota,Yankton,1.0,2,16,8.22,0.472,164,164/82488.nc
20033,93949,-97.256927,44.063663,South Dakota,Lake,1.0,2,16,8.22,0.473,187,187/93949.nc
20034,107440,-97.258301,45.311752,South Dakota,Day,1.0,2,16,8.04,0.457,214,214/107440.nc
20035,9076,-97.245239,31.67712,Texas,McLennan,1.0,3,16,6.78,0.388,18,18/9076.nc
20036,11390,-97.248169,33.002899,Texas,Denton,1.0,3,16,7.15,0.425,22,22/11390.nc
20037,14400,-97.251587,34.353245,Oklahoma,Carter,0.6177,3,10,7.48,0.467,28,28/14400.nc
20038,58103,-97.245087,41.124554,Nebraska,Butler,1.0,2,16,7.95,0.452,116,116/58103.nc
20039,90,-97.237793,25.494713,Unknown,Unknown,1.0,offshore,16,8.11,0.364,0,0/90.nc
20040,95,-97.238098,25.512306,Unknown,Unknown,1.0,offshore,16,8.1,0.363,0,0/95.nc
20041,1209,-97.242828,26.925434,Unknown,Unknown,1.0,offshore,16,8.2,0.381,2,2/1209.nc
20042,1726,-97.235199,27.636059,Texas,Nueces,0.0731,2,2,7.76,0.462,3,3/1726.nc
20043,9049,-97.244568,31.640907,Texas,McLennan,1.0,3,16,7.0,0.411,18,18/9049.nc
20044,16559,-97.240417,34.939186,Oklahoma,McClain,0.9497,2,16,7.69,0.428,33,33/16559.nc
20045,39232,-97.235077,38.23391,Kansas,Marion,1.0,2,16,8.42,0.486,78,78/39232.nc
20046,40539,-97.241272,38.548096,Kansas,Marion,1.0,2,16,8.23,0.475,81,81/40539.nc
20047,57099,-97.243164,41.031715,Nebraska,Seward,1.0,2,16,7.9,0.446,114,114/57099.nc
20048,82489,-97.237701,43.170162,South Dakota,Turner,1.0,2,16,8.06,0.46,164,164/82489.nc
20049,101909,-97.243896,44.659859,South Dakota,Hamlin,1.0,2,16,7.46,0.404,203,203/101909.nc
20050,108540,-97.236725,45.535553,South Dakota,Day,1.0,2,16,8.29,0.479,217,217/108540.nc
20051,1561,-97.231201,27.404919,Unknown,Unknown,1.0,offshore,16,7.98,0.358,3,3/1561.nc
20052,4851,-97.227051,29.495079,Texas,Gonzales,1.0,3,16,7.34,0.444,9,9/4851.nc
20053,14597,-97.230774,34.426685,Oklahoma,Murray,1.0,2,16,8.59,0.5,29,29/14597.nc
20054,39044,-97.234344,38.196953,Kansas,Marion,1.0,2,16,8.48,0.491,78,78/39044.nc
20055,51377,-97.232178,40.493481,Nebraska,Saline,1.0,2,16,7.83,0.44,102,102/51377.nc
20056,51556,-97.232574,40.512028,Nebraska,Saline,1.0,2,16,7.91,0.448,103,103/51556.nc
20057,91744,-97.227051,43.877773,South Dakota,Lake,1.0,2,16,7.96,0.449,183,183/91744.nc
20058,107441,-97.231812,45.312038,South Dakota,Day,1.0,2,16,8.1,0.462,214,214/107441.nc
20059,91,-97.218323,25.49498,Unknown,Unknown,1.0,offshore,16,8.14,0.366,0,0/91.nc
20060,96,-97.218597,25.512573,Unknown,Unknown,1.0,offshore,16,8.13,0.366,0,0/96.nc
20061,1197,-97.222626,26.907982,Unknown,Unknown,1.0,offshore,16,8.2,0.38,2,2/1197.nc
20062,9050,-97.223297,31.641178,Texas,McLennan,1.0,3,16,6.89,0.399,18,18/9050.nc
20063,13398,-97.223999,34.061104,Oklahoma,Love,1.0,3,16,7.32,0.438,26,26/13398.nc
20064,16560,-97.218079,34.939472,Oklahoma,McClain,0.9936,2,16,7.71,0.427,33,33/16560.nc
20065,40623,-97.217987,38.566864,Kansas,Marion,1.0,2,16,8.32,0.48,81,81/40623.nc
20066,57917,-97.220062,41.10627,Nebraska,Butler,1.0,2,16,7.73,0.431,115,115/57917.nc
20067,288,-97.208252,26.059063,Texas,Cameron,0.0801,2,2,8.18,0.506,0,0/288.nc
20068,1562,-97.211182,27.405193,Unknown,Unknown,1.0,offshore,16,7.98,0.359,3,3/1562.nc
20069,1666,-97.214203,27.58297,Unknown,Unknown,1.0,offshore,16,7.79,0.338,3,3/1666.nc
20070,39233,-97.211548,38.23418,Kansas,Marion,1.0,2,16,8.4,0.485,78,78/39233.nc
20071,51197,-97.207428,40.475208,Nebraska,Saline,1.0,2,16,7.81,0.438,102,102/51197.nc
20072,51557,-97.20816,40.512314,Nebraska,Saline,1.0,2,16,8.03,0.459,103,103/51557.nc
20073,82945,-97.212952,43.207664,South Dakota,Turner,1.0,2,16,7.8,0.436,165,165/82945.nc
20074,107709,-97.206543,45.368198,South Dakota,Roberts,1.0,2,16,7.99,0.452,215,215/107709.nc
20075,108541,-97.210144,45.535843,South Dakota,Roberts,1.0,2,16,8.36,0.484,217,217/108541.nc
20076,113526,-97.20639,46.597832,North Dakota,Richland,1.0,2,16,7.57,0.425,227,227/113526.nc
20077,92,-97.198822,25.495239,Unknown,Unknown,1.0,offshore,16,8.16,0.368,0,0/92.nc
20078,97,-97.199097,25.51284,Unknown,Unknown,1.0,offshore,16,8.16,0.368,0,0/97.nc
20079,1187,-97.202454,26.89053,Unknown,Unknown,1.0,offshore,16,8.19,0.38,2,2/1187.nc
20080,1899,-97.198059,27.814579,Texas,Nueces,0.056,2,2,7.44,0.431,3,3/1899.nc
20081,4494,-97.204254,29.369751,Texas,Lavaca,1.0,3,16,7.04,0.411,8,8/4494.nc
20082,9065,-97.202332,31.659573,Texas,McLennan,1.0,3,16,6.57,0.365,18,18/9065.nc
20083,13399,-97.201965,34.061378,Oklahoma,Love,1.0,3,16,7.0,0.406,26,26/13399.nc
20084,16561,-97.195709,34.939743,Oklahoma,Cleveland,0.9666,2,16,7.65,0.423,33,33/16561.nc
20085,48232,-97.198303,40.01157,Nebraska,Jefferson,1.0,2,16,8.48,0.489,96,96/48232.nc
20086,58105,-97.195801,41.125118,Nebraska,Butler,1.0,2,16,7.93,0.45,116,116/58105.nc
20087,91388,-97.200439,43.840816,South Dakota,McCook,1.0,2,16,8.17,0.467,182,182/91388.nc
20088,123243,-97.201385,48.850677,North Dakota,Pembina,1.0,2,16,6.88,0.359,246,246/123243.nc
20089,1563,-97.191162,27.405453,Unknown,Unknown,1.0,offshore,16,7.99,0.359,3,3/1563.nc
20090,52343,-97.185211,40.5868,Nebraska,Saline,1.0,2,16,7.96,0.448,104,104/52343.nc
20091,98211,-97.185333,44.362453,South Dakota,Kingsbury,1.0,2,16,8.18,0.469,196,196/98211.nc
20092,93,-97.179321,25.495514,Unknown,Unknown,1.0,offshore,16,8.17,0.369,0,0/93.nc
20093,98,-97.179626,25.5131,Unknown,Unknown,1.0,offshore,16,8.17,0.369,0,0/98.nc
20094,1047,-97.178192,26.625118,Unknown,Unknown,1.0,offshore,16,8.25,0.384,2,2/1047.nc
20095,2035,-97.179993,27.939526,Texas,San Patricio,1.0,2,16,7.12,0.35,4,4/2035.nc
20096,11660,-97.184998,33.112961,Texas,Denton,0.9976,3,16,7.38,0.449,23,23/11660.nc
20097,13400,-97.179901,34.061657,Oklahoma,Love,1.0,3,16,6.86,0.392,26,26/13400.nc
20098,51019,-97.182678,40.456928,Nebraska,Saline,1.0,2,16,7.76,0.433,102,102/51019.nc
20099,51558,-97.183777,40.512585,Nebraska,Saline,1.0,2,16,8.12,0.466,103,103/51558.nc
20100,91567,-97.175018,43.859711,South Dakota,Lake,1.0,2,16,8.32,0.479,183,183/91567.nc
20101,107710,-97.180023,45.368473,South Dakota,Roberts,1.0,2,16,8.03,0.455,215,215/107710.nc
20102,108542,-97.183533,45.536121,South Dakota,Roberts,1.0,2,16,8.46,0.492,217,217/108542.nc
20103,1578,-97.171448,27.423496,Unknown,Unknown,1.0,offshore,16,7.98,0.358,3,3/1578.nc
20104,1623,-97.172913,27.512371,Unknown,Unknown,1.0,offshore,16,7.92,0.353,3,3/1623.nc
20105,16562,-97.17337,34.940018,Oklahoma,Cleveland,0.9935,2,16,7.65,0.422,33,33/16562.nc
20106,58309,-97.171509,41.143963,Nebraska,Butler,1.0,2,16,7.94,0.45,116,116/58309.nc
20107,90672,-97.173126,43.766624,South Dakota,McCook,1.0,2,16,8.09,0.461,181,181/90672.nc
20108,103317,-97.16803,44.791069,South Dakota,Hamlin,1.0,2,16,7.68,0.426,206,206/103317.nc
20109,123178,-97.172729,48.832352,Minnesota,Kittson,0.3105,2,6,6.84,0.385,246,246/123178.nc
20110,94,-97.159851,25.495766,Unknown,Unknown,1.0,offshore,16,8.18,0.37,0,0/94.nc
20111,99,-97.160126,25.513351,Unknown,Unknown,1.0,offshore,16,8.18,0.37,0,0/99.nc
20112,1007,-97.157837,26.589973,Unknown,Unknown,1.0,offshore,16,8.24,0.383,2,2/1007.nc
20113,3331,-97.155365,28.904404,Texas,Victoria,1.0,3,16,6.32,0.335,6,6/3331.nc
20114,13470,-97.158173,34.080185,Oklahoma,Carter,1.0,3,16,6.95,0.405,26,26/13470.nc
20115,51020,-97.158295,40.457203,Nebraska,Saline,1.0,2,16,7.81,0.439,102,102/51020.nc
20116,51559,-97.159363,40.512859,Nebraska,Saline,1.0,2,16,8.16,0.469,103,103/51559.nc
20117,97673,-97.158539,44.325481,South Dakota,Kingsbury,1.0,2,16,8.11,0.465,195,195/97673.nc
20118,108661,-97.157349,45.555019,South Dakota,Roberts,1.0,2,16,8.71,0.51,217,217/108661.nc
20119,1579,-97.151428,27.423752,Unknown,Unknown,1.0,offshore,16,7.98,0.359,3,3/1579.nc
20120,1624,-97.152863,27.512623,Unknown,Unknown,1.0,offshore,16,7.93,0.354,3,3/1624.nc
20121,16563,-97.151031,34.940277,Oklahoma,Cleveland,0.9534,2,16,7.67,0.426,33,33/16563.nc
20122,59212,-97.148254,41.218513,Nebraska,Butler,1.0,2,16,8.07,0.461,118,118/59212.nc
20123,90456,-97.146973,43.748272,South Dakota,McCook,1.0,2,16,8.19,0.469,180,180/90456.nc
20124,107711,-97.153503,45.368748,South Dakota,Roberts,1.0,2,16,8.19,0.467,215,215/107711.nc
20125,113784,-97.153351,46.654255,North Dakota,Cass,1.0,2,16,7.46,0.415,227,227/113784.nc
20126,123319,-97.145264,48.86982,Minnesota,Kittson,1.0,2,16,6.84,0.355,246,246/123319.nc
20127,1008,-97.138031,26.590237,Unknown,Unknown,1.0,offshore,16,8.23,0.381,2,2/1008.nc
20128,2160,-97.141388,28.046978,Unknown,Unknown,1.0,offshore,16,7.17,0.278,4,4/2160.nc
20129,3375,-97.135223,28.922565,Texas,Victoria,1.0,3,16,6.34,0.339,6,6/3375.nc
20130,21812,-97.142059,35.710815,Oklahoma,Lincoln,0.9497,2,16,7.11,0.369,43,43/21812.nc
20131,51744,-97.135315,40.531677,Nebraska,Saline,1.0,2,16,8.16,0.467,103,103/51744.nc
20132,99461,-97.135071,44.456104,South Dakota,Kingsbury,1.0,2,16,8.0,0.452,198,198/99461.nc
20133,103117,-97.141418,44.772709,South Dakota,Hamlin,1.0,2,16,7.62,0.42,206,206/103117.nc
20134,123121,-97.144043,48.814026,Minnesota,Kittson,1.0,2,16,6.83,0.354,246,246/123121.nc
20135,710,-97.134094,26.342648,Unknown,Unknown,1.0,offshore,16,8.26,0.382,1,1/710.nc
20136,1601,-97.131958,27.459553,Unknown,Unknown,1.0,offshore,16,7.96,0.357,3,3/1601.nc
20137,3282,-97.134644,28.886765,Texas,Victoria,1.0,3,16,6.24,0.327,6,6/3282.nc
20138,51021,-97.133911,40.45747,Nebraska,Saline,1.0,2,16,7.83,0.442,102,102/51021.nc
20139,51560,-97.134949,40.513119,Nebraska,Saline,1.0,2,16,8.16,0.468,103,103/51560.nc
20140,81126,-97.133484,43.059605,South Dakota,Clay,1.0,2,16,7.89,0.447,162,162/81126.nc
20141,97674,-97.132507,44.325745,South Dakota,Kingsbury,0.9384,2,16,8.03,0.461,195,195/97674.nc
20142,107227,-97.125122,45.275875,South Dakota,Grant,1.0,2,16,8.23,0.471,214,214/107227.nc
20143,109207,-97.132233,45.629791,South Dakota,Roberts,1.0,2,16,8.85,0.513,218,218/109207.nc
20144,113702,-97.125824,46.635891,North Dakota,Cass,1.0,2,16,7.53,0.422,227,227/113702.nc
20145,805,-97.115204,26.395931,Unknown,Unknown,1.0,offshore,16,8.24,0.381,1,1/805.nc
20146,997,-97.117981,26.572792,Unknown,Unknown,1.0,offshore,16,8.22,0.38,1,1/997.nc
20147,2125,-97.120911,28.029396,Texas,Aransas,1.0,2,16,7.15,0.354,4,4/2125.nc
