,state,latitude,longitude,Distance to Salt Cavern [km],Salt Cavern Name
29178,Texas,32.314,-102.724,38.48076045278969,SALADO
29179,Oklahoma,36.33,-97.956,527.1831255716143,BETHEL
29180,Indiana,39.428,-84.954,338.9081554523797,LACEY STORAGE
29181,Indiana,39.631,-86.353,329.96486059506776,LACEY STORAGE
29182,Washington,45.903,-119.985,1157.7204923789325,ASQUITH
29183,Wyoming,42.233,-106.326,1097.8702631038198,ASQUITH
29184,Kansas,37.232,-101.008,534.2128256188963,SALADO
29185,NewHampshire,45.185,-71.32,543.9147204817955,SENECA LAKE STORAGE
29186,Oklahoma,36.663,-100.421,496.09142115864506,SALADO
29187,Arizona,36.557,-109.301,735.5603097576735,SALADO
29188,Alabama,33.23,-86.564,258.0323978070875,MCINTOSH SALT DOME
29189,Illinois,42.195,-90.273,418.3249877652714,LACEY STORAGE
29190,NewYork,43.48,-75.917,142.70926978952696,SENECA LAKE STORAGE
29191,Mississippi,33.899,-89.237,224.89544855306715,LEAF RIVER ENERGY CENTER (NEW HOME DOME)
29192,Texas,33.873,-97.627,272.0159541343594,BETHEL
29193,SouthCarolina,32.425,-80.583,504.0207000008109,SALTVILLE STORAGE
29194,Washington,47.062,-118.322,977.0786486648708,ASQUITH
29195,NewMexico,34.857,-107.37,487.61736331758897,SALADO
29196,NewMexico,34.184,-105.938,336.4246032004414,SALADO
29197,Arizona,34.872,-110.187,725.6881482058916,SALADO
29198,NewYork,43.413,-74.078,255.40793438184076,SENECA LAKE STORAGE
29199,Colorado,37.025,-108.564,715.1020466958742,SALADO
29200,Montana,47.914,-107.862,466.77684972932576,ASQUITH
29201,Minnesota,45.818,-96.224,955.3010095702095,LACEY STORAGE
29202,Colorado,40.503,-104.305,881.303137120176,SALADO
29203,Idaho,44.349,-112.281,938.8764971942462,ASQUITH
29204,Oklahoma,34.154,-98.554,351.8193120365348,BETHEL
29205,Colorado,39.069,-105.258,745.2898211794186,SALADO
29206,Colorado,38.144,-105.829,667.8606409650628,SALADO
29207,SouthCarolina,34.801,-83.012,254.60610802539676,SALTVILLE STORAGE
29208,Oklahoma,36.834,-95.374,528.3051141171211,ARCADIA
29209,Tennessee,35.916,-88.228,459.8252258750366,LEAF RIVER ENERGY CENTER (NEW HOME DOME)
29210,Texas,33.875,-97.496,265.16806863417384,BETHEL
29211,NewYork,43.292,-78.291,149.85880561224278,SENECA LAKE STORAGE
29212,Texas,29.932,-102.513,230.6016789240842,KEYSTONE
29213,Michigan,45.273,-84.33,284.8186397080244,TIPPERARY - GODERICH
29214,Texas,33.776,-97.494,256.0671139958046,BETHEL
29215,SouthDakota,45.777,-99.53,898.9243117445453,ASQUITH
29216,Arizona,35.686,-112.534,956.5989645784448,SALADO
29217,Virginia,37.598,-78.829,273.57204605594364,SALTVILLE STORAGE
29218,Washington,46.424,-118.564,1037.0435929185985,ASQUITH
29219,Wisconsin,45.78,-92.602,695.9531843229774,LACEY STORAGE
29220,NewMexico,36.301,-103.93,417.5005729765239,SALADO
29221,Missouri,39.919,-92.338,661.4996583898903,LACEY STORAGE
29222,NorthDakota,46.342,-100.36,810.4532924779197,ASQUITH
29223,NorthDakota,47.052,-99.287,800.8814094840754,ASQUITH
29224,Washington,46.275,-120.799,1179.8566938109238,ASQUITH
29225,Arizona,34.642,-114.306,1087.8461785038746,SALADO
29226,Kentucky,37.483,-82.075,74.10197001778758,SALTVILLE STORAGE
29227,Kansas,38.761,-99.013,759.9570098673565,SALADO
29228,Georgia,30.764,-83.591,425.87942682430827,MCINTOSH SALT DOME
29229,Pennsylvania,41.301,-76.022,143.56045548393269,SENECA LAKE STORAGE
29230,Montana,46.852,-113.811,752.9544376668725,ASQUITH
29231,Arizona,34.437,-112.909,957.6386084346548,SALADO
29232,Texas,31.878,-98.475,242.169151720118,BETHEL
29233,NewMexico,36.357,-108.304,650.1247668574872,SALADO
29234,Colorado,40.53,-106.778,943.085571789386,SALADO
29235,Maine,44.04,-70.531,547.5389584556993,SENECA LAKE STORAGE
29236,Michigan,43.059,-84.905,69.67030988610227,LACEY STORAGE
29237,Iowa,42.589,-94.122,731.9377043844062,LACEY STORAGE
29238,SouthDakota,44.835,-101.646,905.1434088092892,ASQUITH
29239,Arizona,32.15,-111.987,852.3816492518307,KEYSTONE
29240,Oklahoma,34.56,-97.907,349.448140310864,BETHEL
29241,Texas,28.372,-98.972,283.6546155729514,MARKHAM
29242,Nebraska,42.713,-103.252,1084.1469114567028,ASQUITH
29243,Illinois,39.411,-89.237,480.14364580734775,LACEY STORAGE
29244,Montana,45.919,-112.402,783.717660942552,ASQUITH
29245,NewMexico,33.858,-106.288,350.0823416266765,SALADO
29246,California,41.784,-122.188,1610.2553067687538,ASQUITH
29247,Idaho,43.964,-112.177,975.79326001902,ASQUITH
29248,Michigan,43.302,-84.252,120.82157550443696,LACEY STORAGE
29249,Minnesota,46.564,-92.716,749.5655594218994,LACEY STORAGE
29250,Texas,32.691,-101.081,162.76735835916182,SALADO
29251,Texas,29.611,-100.876,329.41622551139545,KEYSTONE
29252,Iowa,41.302,-92.989,658.3274762691965,LACEY STORAGE
29253,NewMexico,33.958,-104.984,248.48890697794133,SALADO
29254,NorthDakota,47.078,-97.678,885.5220527111493,ASQUITH
29255,Wisconsin,44.768,-88.785,384.9407729922416,LACEY STORAGE
29256,Montana,46.323,-106.736,642.2954589312934,ASQUITH
29257,Wisconsin,45.927,-90.856,592.1105950580719,LACEY STORAGE
29258,NorthDakota,46.499,-96.864,974.870895181414,ASQUITH
29259,WestVirginia,38.427,-80.742,196.0805801343366,SALTVILLE STORAGE
29260,Arizona,35.201,-110.795,789.8035479298071,SALADO
29261,Nevada,39.64,-115.728,1394.7277407330146,SALADO
29262,Ohio,39.49,-82.362,296.3539921447156,SALTVILLE STORAGE
29263,NewMexico,34.478,-105.98,356.8094159092697,SALADO
29264,Michigan,46.47,-84.57,394.8902423893852,TIPPERARY - GODERICH
29265,Idaho,42.169,-112.308,1167.9172506338534,ASQUITH
29266,NorthDakota,46.492,-97.661,931.6894265774322,ASQUITH
29267,Oklahoma,35.499,-99.944,412.2361708780373,SALADO
29268,Texas,34.647,-101.62,247.49629909956693,SALADO
29269,Maryland,39.234,-76.228,357.8241396992096,SENECA LAKE STORAGE
29270,Alabama,32.639,-86.641,200.91080381415227,MCINTOSH SALT DOME
29271,Utah,38.702,-113.868,1203.4392688379844,SALADO
29272,Texas,35.487,-102.627,314.9304935344248,SALADO
29273,Oklahoma,35.437,-98.467,459.0268794891463,BETHEL
29274,Louisiana,29.979,-93.195,67.49709689965269,EGAN STORAGE DOME
29275,Idaho,43.02,-111.773,1064.602310117059,ASQUITH
29276,NewMexico,33.929,-105.376,277.34125530658133,SALADO
29277,Wyoming,44.89,-104.606,823.3739611867003,ASQUITH
29278,Maine,46.661,-68.18,837.3507863661982,SENECA LAKE STORAGE
29279,Utah,39.927,-113.627,1261.1867063628108,SALADO
29280,California,40.735,-121.295,1656.9021999184745,ASQUITH
29281,Minnesota,46.306,-95.908,951.7469000215644,LACEY STORAGE
29282,Arizona,32.052,-111.966,850.6779002975694,KEYSTONE
29283,Missouri,40.052,-94.052,787.7575324248919,LACEY STORAGE
29284,SouthCarolina,34.675,-81.832,242.6320172314921,SALTVILLE STORAGE
29285,Florida,30.572,-87.025,121.23414479210888,MCINTOSH SALT DOME
29286,NewMexico,32.505,-108.037,482.0268055134144,KEYSTONE
29287,Iowa,41.43,-95.329,846.4169781648051,LACEY STORAGE
29288,Wisconsin,45.023,-90.156,488.640059135548,LACEY STORAGE
29289,Indiana,40.831,-85.295,182.5717660079916,LACEY STORAGE
29290,NewMexico,33.989,-108.156,518.8113472660393,SALADO
29291,NewYork,41.118,-74.137,270.9780301754764,SENECA LAKE STORAGE
29292,Arizona,32.975,-114.011,1044.2244759486532,KEYSTONE
29293,Iowa,42.99,-95.462,840.9885230660957,LACEY STORAGE
29294,Colorado,40.291,-107.317,938.4140785509182,SALADO
29295,SouthDakota,43.265,-103.923,1011.5602267204134,ASQUITH
29296,Colorado,38.49,-103.49,650.585396125649,SALADO
29297,SouthCarolina,33.774,-80.953,350.49268517292427,SALTVILLE STORAGE
29298,Arkansas,35.19,-91.652,317.44539283977963,ARCADIA
29299,Arkansas,33.368,-93.714,119.68319389233773,ARCADIA
29300,Texas,29.412,-102.84,284.486474368682,KEYSTONE
29301,Michigan,43.975,-85.351,167.19439987700815,LACEY STORAGE
29302,Wyoming,44.493,-104.704,864.9011091957808,ASQUITH
29303,NorthCarolina,35.493,-80.307,200.97701011900568,SALTVILLE STORAGE
29304,Pennsylvania,41.989,-75.95,91.44287646772511,SENECA LAKE STORAGE
29305,Arizona,34.55,-110.39,733.6187102880782,SALADO
29306,Washington,47.845,-118.468,933.753739427152,ASQUITH
29307,Mississippi,33.399,-89.154,170.04289871093005,LEAF RIVER ENERGY CENTER (NEW HOME DOME)
29308,NorthCarolina,35.44,-83.433,217.3389935193469,SALTVILLE STORAGE
29309,Oklahoma,33.975,-94.613,225.65662092520915,ARCADIA
29310,Wyoming,44.049,-105.562,902.454876128988,ASQUITH
29311,Michigan,42.286,-83.846,114.27704294171362,LACEY STORAGE
29312,Kansas,37.652,-100.209,603.335223211736,SALADO
29313,Washington,48.125,-117.908,881.6776985781133,ASQUITH
29314,Oklahoma,35.72,-99.015,488.33644084702667,SALADO
29315,Iowa,42.968,-93.359,669.4398231370848,LACEY STORAGE
29316,Montana,47.782,-111.622,573.9317472672218,ASQUITH
29317,Texas,34.6,-100.291,318.6509409623192,SALADO
29318,Virginia,37.702,-76.687,460.3502738373359,SALTVILLE STORAGE
29319,Wyoming,43.901,-106.305,913.026239335201,ASQUITH
29320,Oregon,43.002,-122.721,1538.0825723167727,ASQUITH
29321,California,37.536,-121.062,1746.347453388942,SALADO
29322,SouthDakota,43.513,-102.891,1006.6734365578326,ASQUITH
29323,NewMexico,35.271,-107.169,496.1677476651719,SALADO
29324,Oklahoma,34.866,-96.986,344.7277782618858,BETHEL
29325,Texas,33.59,-102.975,105.06714684094652,SALADO
29326,Michigan,43.576,-85.268,122.56160134736218,LACEY STORAGE
29327,Minnesota,44.745,-95.446,863.3147530748806,LACEY STORAGE
29328,Idaho,43.468,-111.276,1005.357886268614,ASQUITH
29329,NorthDakota,47.348,-99.142,784.7030023067786,ASQUITH
29330,Kentucky,37.838,-87.448,514.4579578417975,SALTVILLE STORAGE
29331,Maine,45.391,-68.468,752.9875496994234,SENECA LAKE STORAGE
29332,Oregon,42.093,-120.478,1495.0627405638666,ASQUITH
29333,Texas,30.381,-101.551,222.05441883867852,KEYSTONE
29334,Michigan,45.9,-84.84,361.103017571471,TIPPERARY - GODERICH
29335,Nebraska,41.06,-100.726,951.4016456282056,SALADO
29336,California,38.659,-120.481,1729.22313348366,SALADO
29337,Oklahoma,34.866,-94.994,323.3441023739677,ARCADIA
29338,Montana,48.007,-111.353,542.0792405114795,ASQUITH
29339,Maine,44.911,-70.31,598.9873355953608,SENECA LAKE STORAGE
29340,Arizona,33.03,-111.395,801.0167362028991,KEYSTONE
29341,WestVirginia,39.36,-80.235,308.3300713925881,SALTVILLE STORAGE
29342,Louisiana,32.269,-93.236,41.92937866102511,ARCADIA
29343,Oregon,42.881,-121.731,1493.2321374535309,ASQUITH
29344,Oregon,44.349,-123.657,1488.9749151812175,ASQUITH
29345,Wisconsin,45.028,-88.129,368.4690766151777,LACEY STORAGE
29346,Minnesota,48.258,-96.727,860.8090170652484,ASQUITH
29347,Idaho,48.161,-116.912,818.6073386495775,ASQUITH
29348,Nebraska,41.916,-96.949,970.78217160744,LACEY STORAGE
29349,Arizona,35.164,-110.247,741.3430710517597,SALADO
29350,NewMexico,32.959,-107.461,436.3592642471506,SALADO
29351,Ohio,40.595,-82.563,259.236425609469,MARYSVILLE STORAGE SYSTEM
29352,NewMexico,35.748,-107.382,543.0675073081682,SALADO
29353,Oklahoma,34.473,-96.848,299.3389872858351,BETHEL
29354,California,40.427,-121.32,1686.0206850884251,ASQUITH
29355,NewYork,43.136,-78.643,163.76927237783252,SENECA LAKE STORAGE
29356,Montana,47.682,-108.305,496.4686340456998,ASQUITH
29357,Idaho,42.227,-114.286,1219.1744064139857,ASQUITH
29358,Minnesota,46.01,-94.96,871.4865408848743,LACEY STORAGE
29359,Minnesota,47.477,-96.068,951.1607769285852,ASQUITH
29360,Montana,48.311,-114.949,693.3321801892819,ASQUITH
29361,Illinois,39.592,-88.933,447.57806267609874,LACEY STORAGE
29362,Texas,30.409,-95.303,36.56685152251809,DAYTON NORTH
29363,Colorado,40.558,-107.656,977.9523462374387,SALADO
29364,Texas,30.182,-101.536,240.8757720186522,KEYSTONE
29365,Texas,31.204,-96.937,123.29975862966889,BETHEL
29366,Missouri,39.847,-93.486,752.9231811403295,LACEY STORAGE
29367,California,40.845,-122.849,1726.150077904186,ASQUITH
29368,Oklahoma,36.8,-99.063,574.221839808093,SALADO
29369,SouthCarolina,33.332,-81.44,392.6985610028957,SALTVILLE STORAGE
29370,California,41.646,-120.148,1518.5870003477194,ASQUITH
29371,Texas,31.945,-102.179,73.9036167883452,KEYSTONE
29372,Colorado,39.783,-107.516,896.6994539009179,SALADO
29373,Texas,35.585,-102.637,325.7390260400168,SALADO
29374,Kansas,38.899,-100.994,712.3713536757555,SALADO
29375,Oklahoma,36.321,-98.499,546.1630254612129,BETHEL
29376,Colorado,39.99,-102.945,814.3266002552447,SALADO
29377,Texas,28.164,-99.207,312.25585825640377,MARKHAM
29378,Nebraska,42.697,-96.811,951.8401526965312,LACEY STORAGE
29379,Georgia,31.046,-81.635,608.6481708043793,MCINTOSH SALT DOME
29380,Wyoming,44.884,-108.819,809.9524328062586,ASQUITH
29381,Texas,26.171,-98.18,371.0443632374088,MARKHAM
29382,Missouri,40.552,-95.338,871.3756620391753,LACEY STORAGE
29383,NorthDakota,48.699,-102.868,487.4875341433665,ASQUITH
29384,NewMexico,32.996,-108.119,497.86668348442464,KEYSTONE
29385,California,40.965,-121.691,1656.050544038196,ASQUITH
29386,Oregon,43.819,-122.14,1440.2642400147834,ASQUITH
29387,Illinois,41.426,-88.433,291.4176840857104,LACEY STORAGE
29388,Texas,31.591,-101.26,166.56845585141588,KEYSTONE
29389,NewHampshire,43.131,-71.697,432.81966017409775,SENECA LAKE STORAGE
29390,Texas,27.057,-99.162,365.1850883923649,MARKHAM
29391,NewMexico,33.83,-107.733,476.478257028123,SALADO
29392,Wyoming,43.645,-109.477,953.9581670906088,ASQUITH
29393,Texas,32.434,-102.349,50.07276280462511,SALADO
29394,SouthDakota,44.062,-96.676,946.6041499479236,LACEY STORAGE
29395,Wyoming,42.417,-108.908,1082.9078378657955,ASQUITH
29396,Washington,45.829,-120.443,1190.0097444730698,ASQUITH
29397,Texas,27.883,-98.349,247.5054877977092,MARKHAM
29398,California,36.676,-121.304,1749.2965446910257,SALADO
29399,NorthDakota,45.991,-102.075,774.9465728751534,ASQUITH
29400,NewYork,44.506,-75.41,261.5200993937627,SENECA LAKE STORAGE
29401,Texas,30.618,-100.69,263.37932907178885,KEYSTONE
29402,Missouri,37.475,-92.471,550.3262733514587,ARCADIA
29403,Minnesota,43.835,-92.864,640.3699836046504,LACEY STORAGE
29404,Georgia,31.776,-84.703,319.7477550827608,MCINTOSH SALT DOME
29405,California,41.632,-123.501,1693.8867540758135,ASQUITH
29406,Colorado,38.765,-107.904,819.4353227654617,SALADO
29407,Arkansas,33.243,-92.549,86.25897050832025,ARCADIA
29408,Utah,39.762,-110.828,1067.486377994703,SALADO
29409,Georgia,34.794,-83.951,302.3254783736382,SALTVILLE STORAGE
29410,NewMexico,33.387,-107.137,411.857627272661,SALADO
29411,California,37.037,-121.016,1731.058795083551,SALADO
29412,Idaho,44.584,-116.75,1091.8879401744025,ASQUITH
29413,Oregon,43.069,-122.907,1543.2012587568636,ASQUITH
29414,NewMexico,35.317,-106.638,460.48235685086496,SALADO
29415,SouthCarolina,34.996,-82.976,233.7838108426709,SALTVILLE STORAGE
29416,Montana,46.585,-104.058,653.6478849070172,ASQUITH
29417,Pennsylvania,39.869,-77.929,295.8234860982479,SENECA LAKE STORAGE
29418,Maryland,38.304,-75.367,474.6985844380832,SENECA LAKE STORAGE
29419,Wisconsin,46.642,-91.912,705.2790392242119,LACEY STORAGE
29420,NorthDakota,46.541,-102.932,690.947398157926,ASQUITH
29421,Texas,30.907,-95.298,79.8400480405333,DAYTON NORTH
29422,Illinois,40.437,-90.286,480.5177495974351,LACEY STORAGE
29423,NewYork,44.295,-75.326,244.5244177413954,SENECA LAKE STORAGE
29424,Nevada,41.919,-117.214,1359.8272996692797,ASQUITH
29425,Nebraska,41.18,-100.004,978.830680991661,SALADO
29426,Florida,30.567,-84.633,332.1196608766029,MCINTOSH SALT DOME
29427,Idaho,42.131,-114.257,1228.0123855597692,ASQUITH
29428,Montana,46.351,-107.702,639.2175672945815,ASQUITH
29429,SouthDakota,44.5,-99.918,1001.5746972135375,ASQUITH
29430,Alabama,32.873,-85.832,273.1222671881678,MCINTOSH SALT DOME
29431,Texas,30.698,-94.297,77.46742583683697,SPINDLETOP
29432,Kentucky,37.632,-83.579,181.7932449788474,SALTVILLE STORAGE
29433,Maine,45.047,-69.927,632.7560793575343,SENECA LAKE STORAGE
29434,Kansas,37.54,-100.616,578.1182359216813,SALADO
29435,Wyoming,42.003,-110.166,1143.3108499857876,ASQUITH
29436,NorthDakota,46.964,-98.799,833.4285117011161,ASQUITH
29437,NorthDakota,48.544,-101.855,548.63810191067,ASQUITH
29438,California,38.887,-122.467,1882.700424421046,ASQUITH
29439,SouthCarolina,33.868,-79.339,398.8762256934606,SALTVILLE STORAGE
29440,NewHampshire,44.946,-71.1,545.232589836759,SENECA LAKE STORAGE
29441,Wyoming,44.174,-107.895,881.624637055776,ASQUITH
29442,Kentucky,37.341,-83.633,173.87243701951104,SALTVILLE STORAGE
29443,Kansas,37.699,-98.273,679.4767212803569,BETHEL
29444,NewMexico,32.095,-104.628,158.1108232517697,KEYSTONE
29445,NewMexico,34.896,-104.304,284.5002998431432,SALADO
29446,Idaho,42.533,-114.225,1186.03811781099,ASQUITH
29447,WestVirginia,38.087,-81.244,143.81071372732512,SALTVILLE STORAGE
29448,Montana,45.551,-111.185,783.1144918415546,ASQUITH
29449,Idaho,42.378,-112.212,1143.3950116037386,ASQUITH
29450,SouthDakota,43.845,-98.655,1102.7573485242426,LACEY STORAGE
29451,Montana,46.094,-110.687,713.1766460472693,ASQUITH
29452,Montana,48.1,-115.045,714.0593008026694,ASQUITH
29453,Nebraska,42.091,-103.922,1052.1147189650376,SALADO
29454,Ohio,39.351,-82.964,295.5005539519043,SALTVILLE STORAGE
29455,Kansas,37.115,-97.979,609.7213309359281,BETHEL
29456,Maine,44.597,-68.038,755.7893174841358,SENECA LAKE STORAGE
29457,Georgia,33.705,-84.003,404.7466841486745,SALTVILLE STORAGE
29458,Florida,26.42,-80.428,913.5784388123112,MCINTOSH SALT DOME
29459,SouthDakota,45.718,-103.781,751.7725483781961,ASQUITH
29460,NewMexico,32.764,-103.542,69.2163841415807,SALADO
29461,Texas,32.756,-101.861,90.25448014803705,SALADO
29462,NewMexico,34.12,-108.842,583.7566468157214,SALADO
29463,Missouri,37.5,-93.574,554.9404997537289,ARCADIA
29464,Texas,31.505,-96.434,65.14334338118805,BETHEL
29465,Nebraska,41.037,-97.081,999.2007709862554,LACEY STORAGE
29466,Illinois,42.359,-89.512,354.2533144556309,LACEY STORAGE
29467,NewMexico,36.431,-103.4,422.60742170126,SALADO
29468,Mississippi,32.136,-89.656,40.59888702579856,BOND SALT DOME
29469,Arkansas,35.408,-92.308,324.312573557776,ARCADIA
29470,Nevada,39.122,-115.859,1377.124215808133,SALADO
29471,Texas,30.508,-100.934,252.45313168161988,KEYSTONE
29472,California,40.645,-122.311,1715.9056946856483,ASQUITH
29473,Arizona,32.67,-111.058,766.2007027278877,KEYSTONE
29474,Florida,29.936,-82.473,551.1471177135447,MCINTOSH SALT DOME
29475,Florida,30.581,-85.891,216.31798370825223,MCINTOSH SALT DOME
29476,Arkansas,34.698,-91.682,266.36619749543496,ARCADIA
29477,Illinois,40.946,-90.822,496.7773198801992,LACEY STORAGE
29478,Kentucky,37.118,-86.988,465.2537745319354,SALTVILLE STORAGE
29479,Iowa,41.236,-95.623,874.9318729685657,LACEY STORAGE
29480,Indiana,40.603,-84.896,209.40360767221992,LACEY STORAGE
29481,Kansas,39.086,-95.212,756.740827473838,ARCADIA
29482,Iowa,42.975,-93.809,706.1567256895162,LACEY STORAGE
29483,Wisconsin,45.386,-89.493,472.08274061941296,LACEY STORAGE
29484,Oregon,43.065,-120.096,1390.9647497129224,ASQUITH
29485,Connecticut,41.597,-72.151,403.471728880852,SENECA LAKE STORAGE
29486,Texas,33.463,-98.529,300.8260295344049,BETHEL
29487,Nebraska,40.909,-99.115,973.7576198177152,SALADO
29488,Missouri,38.183,-93.41,629.0785388448026,ARCADIA
29489,Utah,37.433,-113.667,1122.1394138500043,SALADO
29490,Texas,30.23,-104.164,225.0910527886063,KEYSTONE
29491,Idaho,45.682,-116.018,960.1889278926936,ASQUITH
29492,NewMexico,36.102,-107.849,600.464150138583,SALADO
29493,Texas,27.46,-99.178,341.7683001170668,MARKHAM
29494,Ohio,39.678,-81.313,315.2260038189256,SALTVILLE STORAGE
29495,Arizona,34.774,-110.168,720.7839917579676,SALADO
29496,Washington,46.946,-123.936,1334.9713283431338,ASQUITH
29497,SouthDakota,43.241,-102.406,1047.4611071435618,ASQUITH
29498,Louisiana,30.951,-92.277,27.466840281666272,PINE PRAIRIE
29499,Georgia,33.154,-84.487,393.5092206647949,MCINTOSH SALT DOME
29500,Mississippi,31.613,-89.192,21.62125487913405,EMINENCE
29501,NewHampshire,42.893,-71.483,446.97830579701485,SENECA LAKE STORAGE
29502,Colorado,38.563,-105.469,698.3979191640776,SALADO
29503,Texas,32.267,-98.872,282.23878349574284,BETHEL
29504,Illinois,38.384,-88.36,526.8336276300022,LACEY STORAGE
29505,Ohio,39.254,-81.982,266.2397441659854,SALTVILLE STORAGE
29506,Oregon,42.359,-121.818,1541.6438375301934,ASQUITH
29507,Colorado,38.241,-102.622,620.3230249723878,SALADO
29508,Montana,48.599,-109.175,412.5628197618283,ASQUITH
29509,Washington,48.7,-118.818,905.7703977904994,ASQUITH
29510,NewJersey,39.237,-74.923,390.2810809019425,SENECA LAKE STORAGE
29511,Wyoming,41.239,-110.881,1192.18223229324,SALADO
29512,California,35.784,-120.134,1630.8681968340588,SALADO
29513,Oregon,44.795,-121.774,1344.3067695703514,ASQUITH
29514,Nebraska,40.828,-98.239,994.7288469171456,SALADO
29515,Oregon,45.43,-118.499,1109.817960808722,ASQUITH
29516,Louisiana,31.781,-93.636,107.3944253729383,ARCADIA
29517,Minnesota,44.256,-95.144,828.606266674156,LACEY STORAGE
29518,Georgia,34.02,-83.156,339.3733375205561,SALTVILLE STORAGE
29519,Kentucky,36.95,-87.423,503.7399401908257,SALTVILLE STORAGE
29520,Texas,29.27,-99.13,291.01356825731784,MARKHAM
29521,WestVirginia,38.199,-81.36,152.85778789207015,SALTVILLE STORAGE
29522,California,35.854,-120.299,1646.649500679574,SALADO
29523,Oregon,45.087,-121.258,1292.3375739634648,ASQUITH
29524,Tennessee,35.598,-87.86,434.9262740426876,LEAF RIVER ENERGY CENTER (NEW HOME DOME)
29525,Arkansas,34.654,-93.805,250.0144510002486,ARCADIA
29526,Montana,47.748,-110.953,552.3434983602409,ASQUITH
29527,Georgia,31.823,-82.255,550.4457409377802,MCINTOSH SALT DOME
29528,California,38.387,-121.391,1797.037188683002,SALADO
29529,Kansas,38.198,-97.593,716.2784581056363,BETHEL
29530,NewMexico,34.953,-103.377,260.4412126068232,SALADO
29531,NewMexico,36.723,-107.545,625.7116568619555,SALADO
29532,Texas,29.509,-96.916,93.43643383934575,MARKHAM
29533,NewMexico,36.822,-103.442,466.12100862302617,SALADO
29534,Washington,48.28,-121.533,1104.5355845169026,ASQUITH
29535,Idaho,45.304,-114.294,916.0979023740624,ASQUITH
29536,NewMexico,33.945,-106.432,366.0311111279144,SALADO
29537,Washington,48.645,-122.391,1143.1128442714887,ASQUITH
29538,Wyoming,43.049,-108.434,1009.3100105512096,ASQUITH
29539,Nebraska,41.427,-103.544,975.9621872037212,SALADO
29540,Washington,48.14,-117.072,829.6323364084366,ASQUITH
29541,Kentucky,37.121,-83.397,147.5933983366565,SALTVILLE STORAGE
29542,Texas,31.826,-102.552,42.01901811043382,KEYSTONE
29543,NewMexico,33.626,-104.026,156.2577579031121,SALADO
29544,Oklahoma,35.633,-98.474,477.977249274368,BETHEL
29545,Texas,33.327,-99.955,277.6394253583876,SALADO
29546,Texas,27.662,-99.186,331.6700586939484,MARKHAM
29547,Colorado,38.275,-106.691,715.9998648591195,SALADO
29548,Arkansas,35.028,-92.861,277.37150983131806,ARCADIA
29549,SouthDakota,45.651,-100.623,863.2700369351855,ASQUITH
29550,Alabama,34.517,-86.525,387.5301838007514,MCINTOSH SALT DOME
29551,Nevada,40.513,-119.115,1575.619125130922,ASQUITH
29552,Texas,30.212,-96.053,87.0106949078044,PIERCE JUNCTION SALT DOME
29553,Texas,29.188,-98.388,218.3443117960386,MARKHAM
29554,Ohio,41.159,-83.327,208.76926707001064,MARYSVILLE STORAGE SYSTEM
29555,WestVirginia,39.039,-80.026,286.2603420189615,SALTVILLE STORAGE
29556,Mississippi,34.011,-89.49,237.673358599616,LEAF RIVER ENERGY CENTER (NEW HOME DOME)
29557,SouthDakota,45.173,-100.274,922.8539454506306,ASQUITH
29558,SouthDakota,44.944,-101.346,904.5159774543546,ASQUITH
29559,Georgia,30.881,-82.81,498.3679723730285,MCINTOSH SALT DOME
29560,Colorado,40.671,-106.219,940.2251734861547,SALADO
29561,California,40.564,-122.728,1744.4621612550775,ASQUITH
29562,Washington,46.109,-122.369,1287.3895531543692,ASQUITH
29563,Indiana,39.864,-86.893,322.3648475074168,LACEY STORAGE
29564,Minnesota,47.77,-95.743,952.0167048614168,ASQUITH
29565,Washington,46.403,-123.003,1308.0911990669297,ASQUITH
29566,NewMexico,36.821,-107.562,634.4871446190622,SALADO
29567,California,41.688,-123.219,1673.7826788979528,ASQUITH
29568,Ohio,40.531,-80.969,294.2454865046566,MARYSVILLE STORAGE SYSTEM
29569,Idaho,47.854,-116.964,842.1465972002878,ASQUITH
29570,Wyoming,44.922,-107.107,797.1021514705529,ASQUITH
29571,Oklahoma,35.551,-94.581,369.0988106938809,ARCADIA
29572,NorthDakota,47.515,-103.05,590.382119327699,ASQUITH
29573,Arizona,33.733,-114.337,1080.446002368781,SALADO
29574,Arizona,36.688,-112.502,993.5758083072976,SALADO
29575,Iowa,41.093,-92.416,618.1122313666706,LACEY STORAGE
29576,Montana,47.725,-106.347,489.4666298562301,ASQUITH
29577,Iowa,40.73,-93.742,736.7660917136078,LACEY STORAGE
29578,Wyoming,44.252,-105.44,881.3864645015807,ASQUITH
29579,Texas,31.695,-101.14,175.06932669193,KEYSTONE
29580,Wyoming,41.864,-107.305,1096.7427525167398,SALADO
29581,Pennsylvania,40.844,-76.316,181.16716219587263,SENECA LAKE STORAGE
29582,Alabama,32.442,-88.085,131.64903027585953,MCINTOSH SALT DOME
29583,California,38.764,-121.54,1820.798644799821,SALADO
29584,California,39.998,-121.445,1731.2399681720317,ASQUITH
29585,Nebraska,42.504,-103.526,1095.2319938105004,SALADO
29586,Kansas,38.773,-98.451,785.3703432509309,SALADO
29587,California,39.484,-120.945,1755.2378346923326,ASQUITH
29588,Colorado,40.593,-107.225,965.0824964306994,SALADO
29589,Tennessee,35.75,-87.167,474.18088955587154,LEAF RIVER ENERGY CENTER (NEW HOME DOME)
