,state,latitude,longitude,Distance to Salt Cavern [km],Salt Cavern Name
0,Nebraska,41.592,-99.148,1044.0278267743045,SALADO
1,Texas,31.751,-103.821,85.21885645331376,KEYSTONE
2,Nebraska,40.649,-96.785,965.3250362347964,ARCADIA
3,Illinois,39.571,-90.647,559.2654138293954,LACEY STORAGE
4,SouthDakota,44.357,-103.604,900.4440078572352,ASQUITH
5,Texas,31.345,-99.849,303.2084951047588,KEYSTONE
6,NewMexico,33.761,-104.96,234.70841331710963,SALADO
7,Nevada,39.102,-117.3,1488.347900770371,SALADO
8,Mississippi,32.679,-88.705,106.79691031822011,LEAF RIVER ENERGY CENTER (NEW HOME DOME)
9,Mississippi,31.666,-90.206,43.74479663729931,BOND SALT DOME
10,Nevada,41.764,-118.22,1417.9376394026322,ASQUITH
11,Oklahoma,34.475,-95.527,288.8998901924483,BETHEL
12,Washington,46.887,-122.567,1250.362558648991,ASQUITH
13,SouthCarolina,34.292,-79.506,351.264963482947,SALTVILLE STORAGE
14,Colorado,38.806,-103.102,683.2826641392171,SALADO
15,Iowa,43.28,-95.007,804.9474992030638,LACEY STORAGE
16,Idaho,46.254,-116.217,921.8013366387368,ASQUITH
17,Utah,38.317,-113.763,1174.2582182104893,SALADO
18,SouthCarolina,33.444,-81.549,379.654834928417,SALTVILLE STORAGE
19,Arizona,32.799,-110.823,745.2931417913759,KEYSTONE
20,SouthCarolina,33.383,-81.035,391.6653592472727,SALTVILLE STORAGE
21,Missouri,39.179,-94.644,754.3833035565658,ARCADIA
22,California,35.999,-120.072,1628.5296378705043,SALADO
23,SouthDakota,45.741,-103.31,761.5697064903771,ASQUITH
24,Ohio,41.319,-84.033,161.21470090754377,LACEY STORAGE
25,Idaho,44.629,-113.3,943.4578666529272,ASQUITH
26,Oregon,45.741,-123.839,1403.4485225390886,ASQUITH
27,Utah,37.171,-112.621,1025.955976489504,SALADO
28,Michigan,44.702,-83.351,184.9018829298749,TIPPERARY - GODERICH
29,Ohio,41.281,-83.597,188.35792719826657,LACEY STORAGE
30,Georgia,34.854,-83.539,274.037296111439,SALTVILLE STORAGE
31,Minnesota,44.547,-94.986,822.7792590805356,LACEY STORAGE
32,Mississippi,34.425,-89.848,287.27261970412803,LEAF RIVER ENERGY CENTER (NEW HOME DOME)
33,Alabama,35.001,-87.796,374.9603200154608,LEAF RIVER ENERGY CENTER (NEW HOME DOME)
34,Nebraska,41.716,-97.534,1022.0661623446794,LACEY STORAGE
35,Arkansas,35.75,-90.809,390.7228601690508,PERRYVILLE
36,Oklahoma,34.465,-97.64,327.71276480884137,BETHEL
37,Nebraska,40.763,-100.849,916.9975982046176,SALADO
38,Michigan,42.5,-85.305,8.316834474424258,LACEY STORAGE
39,Wisconsin,44.907,-89.701,451.7417726492383,LACEY STORAGE
40,California,38.135,-122.16,1855.444349983354,SALADO
41,Texas,33.355,-98.916,325.0647164796549,BETHEL
42,Kentucky,36.928,-84.536,246.5615161701315,SALTVILLE STORAGE
43,Texas,30.1,-97.67,190.19198291164253,WILSON (BOLING)
44,Kansas,38.278,-98.712,726.6691790031391,SALADO
45,Arkansas,35.45,-90.697,360.458825235633,PERRYVILLE
46,Georgia,34.636,-84.378,341.3784560380149,SALTVILLE STORAGE
47,Florida,30.27,-84.678,337.5929074372395,MCINTOSH SALT DOME
48,Illinois,42.405,-88.462,267.6328657110797,LACEY STORAGE
49,Oregon,42.121,-119.724,1455.2160516618808,ASQUITH
50,NewMexico,35.688,-108.049,588.2481245559374,SALADO
51,NewYork,42.339,-77.051,15.311513838925222,SENECA LAKE STORAGE
52,Pennsylvania,41.822,-77.66,91.30151602303994,SENECA LAKE STORAGE
53,Mississippi,33.385,-88.894,172.53257876545885,LEAF RIVER ENERGY CENTER (NEW HOME DOME)
54,Montana,47.94,-106.057,468.9702391755655,ASQUITH
55,Arkansas,33.698,-91.35,157.86608666590485,PERRYVILLE
56,Nevada,39.414,-114.499,1291.127428413667,SALADO
57,NorthCarolina,35.816,-80.506,162.31925718748116,SALTVILLE STORAGE
58,Montana,48.913,-104.562,400.32703265977335,ASQUITH
59,Georgia,31.386,-81.953,577.0363259548963,MCINTOSH SALT DOME
60,Arizona,33.056,-110.352,704.6510781249201,KEYSTONE
61,Michigan,45.919,-86.583,398.2392817332731,LACEY STORAGE
62,California,34.498,-119.413,1552.67376280027,SALADO
63,Nevada,41.009,-118.549,1503.739235870548,ASQUITH
64,Kansas,39.318,-100.174,776.9443553628495,SALADO
65,Arizona,36.978,-112.573,1012.7672944114798,SALADO
66,Arizona,32.521,-110.636,725.733914455195,KEYSTONE
67,Texas,29.524,-104.213,297.1340661742234,KEYSTONE
68,Iowa,42.406,-95.765,867.8859133085969,LACEY STORAGE
69,Texas,29.635,-100.258,366.3247739650621,KEYSTONE
70,Nebraska,40.373,-100.82,875.149630984027,SALADO
71,Montana,45.27,-104.819,778.527905753862,ASQUITH
72,Texas,30.204,-97.299,166.1244257644583,WILSON (BOLING)
73,Idaho,42.571,-111.355,1103.0927276558198,ASQUITH
74,NewYork,43.28,-75.211,167.92710227616945,SENECA LAKE STORAGE
75,Arizona,33.35,-112.783,933.6117751199048,KEYSTONE
76,California,36.519,-120.54,1679.0001034530771,SALADO
77,SouthCarolina,33.791,-80.286,366.39734946362427,SALTVILLE STORAGE
78,Arizona,35.994,-112.471,962.245387833526,SALADO
79,Illinois,41.005,-87.899,276.79909995932,LACEY STORAGE
80,California,40.281,-121.56,1711.0069799030118,ASQUITH
81,Alabama,33.091,-86.062,274.38947350450235,MCINTOSH SALT DOME
82,Kentucky,37.56,-83.871,201.8926557340877,SALTVILLE STORAGE
83,NewMexico,34.289,-104.497,239.537334106202,SALADO
84,Wyoming,44.696,-104.578,844.9021423646909,ASQUITH
85,Texas,27.794,-97.742,204.43587197442957,MARKHAM
86,Nevada,41.557,-114.089,1281.6125682718457,ASQUITH
87,Alabama,34.117,-87.898,282.3734405499722,LEAF RIVER ENERGY CENTER (NEW HOME DOME)
88,Florida,26.963,-81.411,799.4180853963609,MCINTOSH SALT DOME
89,Michigan,46.436,-88.896,528.937275852309,LACEY STORAGE
90,Tennessee,35.972,-87.545,483.55309551203726,LEAF RIVER ENERGY CENTER (NEW HOME DOME)
91,Wisconsin,43.575,-90.599,455.85178675511816,LACEY STORAGE
92,Iowa,40.639,-94.179,775.0190171206366,LACEY STORAGE
93,California,33.185,-115.917,1223.143971954274,KEYSTONE
94,Nebraska,41.704,-101.807,1008.5486575586048,SALADO
95,Iowa,42.991,-96.214,902.3166463186004,LACEY STORAGE
96,Pennsylvania,41.517,-77.601,115.65896680775552,SENECA LAKE STORAGE
97,NorthDakota,45.979,-99.227,895.0364989397833,ASQUITH
98,Kansas,39.788,-100.776,812.7059159515317,SALADO
99,Arkansas,35.139,-93.389,293.0069280111944,ARCADIA
100,Montana,46.714,-108.098,601.29640318131,ASQUITH
101,Texas,32.201,-102.971,24.973430796093893,KEYSTONE
102,California,40.062,-123.711,1839.6910011456137,ASQUITH
103,NewMexico,35.729,-106.431,476.9330275729578,SALADO
104,Mississippi,33.579,-90.836,160.42374175782865,PERRYVILLE
105,Colorado,40.012,-108.279,952.1820901461916,SALADO
106,Indiana,38.307,-87.107,489.8524607359519,LACEY STORAGE
107,NewMexico,32.44,-108.674,541.1036190057123,KEYSTONE
108,Georgia,30.753,-84.478,342.2765398272773,MCINTOSH SALT DOME
109,NewMexico,35.616,-103.851,342.3422365505559,SALADO
110,NorthDakota,48.641,-101.865,540.1732804438573,ASQUITH
111,Kansas,39.445,-99.045,826.5554607918804,SALADO
112,NewMexico,34.617,-105.467,328.60850213145744,SALADO
113,Maine,45.241,-68.214,765.170678822193,SENECA LAKE STORAGE
114,Texas,30.921,-100.583,254.412013641268,KEYSTONE
115,Nevada,41.692,-114.578,1283.3252314001088,ASQUITH
116,Montana,45.16,-106.525,772.280676962759,ASQUITH
117,Oregon,43.788,-121.178,1388.6804242544968,ASQUITH
118,Washington,47.319,-120.592,1098.8180913924562,ASQUITH
119,Colorado,39.029,-102.56,707.9249443067191,SALADO
120,Georgia,32.034,-82.345,538.0731903423546,SALTVILLE STORAGE
121,NorthDakota,48.857,-103.72,436.7907579525114,ASQUITH
122,Texas,30.006,-97.171,143.37793258383854,WILSON (BOLING)
123,Texas,32.787,-97.473,177.1659465330431,BETHEL
124,Tennessee,35.548,-88.673,412.1250260988808,LEAF RIVER ENERGY CENTER (NEW HOME DOME)
125,Oklahoma,35.755,-96.46,431.6083803437238,BETHEL
126,NorthCarolina,35.525,-80.571,183.38702437532535,SALTVILLE STORAGE
127,Wyoming,42.127,-108.847,1114.4206837685022,ASQUITH
128,NewYork,43.872,-75.161,214.7116431495977,SENECA LAKE STORAGE
129,SouthDakota,44.257,-101.438,970.432140703796,ASQUITH
130,Colorado,39.711,-102.629,783.4457376919578,SALADO
131,NewMexico,34.332,-105.297,296.43334728526736,SALADO
132,Minnesota,48.064,-96.233,903.352126367753,ASQUITH
133,Arizona,35.2,-113.91,1063.371418669811,SALADO
134,Nevada,38.964,-116.244,1399.043926220463,SALADO
135,Arizona,35.449,-113.566,1039.2666078352063,SALADO
136,Illinois,39.749,-90.203,516.9649394673611,LACEY STORAGE
137,Illinois,40.626,-90.124,458.34196914890816,LACEY STORAGE
138,SouthDakota,43.442,-102.276,1029.727172877754,ASQUITH
139,Idaho,43.639,-115.646,1130.0596562043584,ASQUITH
140,Idaho,44.036,-113.283,1002.3924324401504,ASQUITH
141,NewYork,42.135,-74.231,222.0951085890044,SENECA LAKE STORAGE
142,Pennsylvania,39.924,-78.351,302.4462201381531,SENECA LAKE STORAGE
143,Minnesota,46.989,-95.586,961.775526658766,LACEY STORAGE
144,NewMexico,34.119,-106.723,398.2524230672735,SALADO
145,Idaho,46.953,-116.96,906.5485021109088,ASQUITH
146,Nevada,41.126,-118.442,1487.9660681481466,ASQUITH
147,California,34.689,-119.478,1559.832017645077,SALADO
148,Nebraska,40.178,-100.805,854.2956417049677,SALADO
149,Montana,45.278,-110.957,805.7694491864422,ASQUITH
150,NewMexico,31.835,-106.645,348.904256114569,KEYSTONE
151,Arizona,35.327,-112.991,985.2999943525108,SALADO
152,Idaho,45.19,-115.212,966.2710865394322,ASQUITH
153,Illinois,37.235,-88.904,596.1278013794135,LEAF RIVER ENERGY CENTER (NEW HOME DOME)
154,Nevada,40.384,-117.437,1518.0685385017923,ASQUITH
155,SouthDakota,44.207,-99.899,1030.636444724846,ASQUITH
156,Arizona,35.589,-112.511,951.3720536306332,SALADO
157,Virginia,37.719,-78.234,327.73744580364763,SALTVILLE STORAGE
158,Oregon,43.087,-118.089,1289.7372390300584,ASQUITH
159,SouthDakota,45.206,-98.872,980.482279983056,ASQUITH
160,Kansas,37.03,-95.373,547.9003034874154,ARCADIA
161,SouthCarolina,34.663,-82.637,256.1623649579081,SALTVILLE STORAGE
162,SouthCarolina,34.075,-81.819,309.157501676804,SALTVILLE STORAGE
163,Michigan,44.921,-83.618,216.86273849094903,TIPPERARY - GODERICH
164,SouthDakota,43.228,-102.707,1041.3351672718254,ASQUITH
165,Kansas,37.129,-101.138,519.7622514715996,SALADO
166,Texas,32.176,-98.485,244.7756890133508,BETHEL
167,Wisconsin,44.087,-91.319,527.0799965418524,LACEY STORAGE
168,Pennsylvania,41.268,-79.606,258.61203842568165,SENECA LAKE STORAGE
169,Colorado,38.777,-105.217,713.3836918541983,SALADO
170,Arizona,32.551,-110.382,702.0775667137284,KEYSTONE
171,Louisiana,31.932,-91.845,45.25134357800188,PERRYVILLE
172,Texas,31.501,-94.913,104.27744744779638,BETHEL
173,Wyoming,41.775,-104.326,1021.2565810117007,SALADO
174,Oklahoma,34.377,-96.056,276.08213031239814,BETHEL
175,Arizona,33.285,-113.957,1041.627664135687,KEYSTONE
176,Arizona,35.653,-109.398,692.0530148325113,SALADO
177,Mississippi,31.653,-89.952,22.779512279898757,BOND SALT DOME
178,Arkansas,34.008,-91.724,190.4372388899801,PERRYVILLE
179,Texas,31.375,-101.625,143.05078526170266,KEYSTONE
180,NewMexico,32.615,-104.302,139.5295585964468,SALADO
181,Alabama,32.53,-86.526,199.42296583769408,MCINTOSH SALT DOME
182,SouthDakota,45.075,-102.916,841.7067936803821,ASQUITH
183,Texas,32.676,-98.244,236.0180535934332,BETHEL
184,NewMexico,33.852,-108.529,548.6938447209355,SALADO
185,Wyoming,44.94,-109.302,809.7788261402904,ASQUITH
186,Texas,31.704,-95.672,30.88173658545398,BETHEL
187,Montana,45.501,-110.696,775.8263599278464,ASQUITH
188,SouthDakota,44.318,-102.367,935.7796793615896,ASQUITH
189,Texas,30.774,-98.941,313.41469253162194,BETHEL
190,Kansas,38.782,-97.888,785.2900483433968,BETHEL
191,Idaho,45.973,-115.312,900.7308137400478,ASQUITH
192,California,39.688,-123.546,1864.090167940268,ASQUITH
193,Alabama,33.277,-85.905,299.49600843279825,MCINTOSH SALT DOME
194,NorthDakota,48.482,-103.337,487.1309875080675,ASQUITH
195,Kentucky,37.592,-85.397,331.83681178684435,SALTVILLE STORAGE
196,Wisconsin,45.769,-89.293,490.6470785768111,LACEY STORAGE
197,Virginia,37.758,-76.388,487.3908400287453,SALTVILLE STORAGE
198,Minnesota,48.355,-96.728,854.8256184940187,ASQUITH
199,Pennsylvania,41.205,-76.052,151.70853814078188,SENECA LAKE STORAGE
200,NorthDakota,46.482,-98.457,890.4324305392129,ASQUITH
201,Oklahoma,34.666,-94.732,291.22752840527073,ARCADIA
202,Texas,28.676,-98.861,266.28302080476834,MARKHAM
203,Virginia,38.054,-79.276,257.3826918697851,SALTVILLE STORAGE
204,NewMexico,34.992,-108.063,550.643551108873,SALADO
205,Florida,28.661,-81.956,651.568830727922,MCINTOSH SALT DOME
206,Washington,46.922,-119.259,1042.596524639553,ASQUITH
207,Montana,46.779,-104.085,632.6386654337806,ASQUITH
208,Michigan,43.673,-85.251,133.28979430955363,LACEY STORAGE
209,NewYork,42.28,-76.614,27.75986437779335,SENECA LAKE STORAGE
210,Kansas,37.322,-94.957,563.7341152090148,ARCADIA
211,Montana,46.799,-110.543,635.8268361322729,ASQUITH
212,NewMexico,32.92,-104.207,133.67351245919753,SALADO
213,Missouri,39.623,-92.212,668.065232175963,LACEY STORAGE
214,Washington,48.51,-118.739,911.1406974041158,ASQUITH
215,Arizona,35.786,-111.739,892.2484949802767,SALADO
216,Minnesota,43.96,-94.69,787.2793375886006,LACEY STORAGE
217,NewMexico,35.967,-107.146,542.1772693488604,SALADO
218,Montana,47.823,-110.148,519.0539276838222,ASQUITH
219,Wyoming,43.803,-110.898,961.2703927205116,ASQUITH
220,Kansas,38.203,-97.174,709.6586582874424,BETHEL
221,Idaho,45.017,-114.205,939.69755283716,ASQUITH
222,Texas,30.03,-100.405,325.6825968150144,KEYSTONE
223,Missouri,38.996,-90.977,621.3685398480907,LACEY STORAGE
224,NewYork,42.096,-75.308,135.82628384935884,SENECA LAKE STORAGE
225,California,41.583,-122.713,1655.3581687307203,ASQUITH
226,Washington,47.18,-118.203,961.8201436633858,ASQUITH
227,NorthDakota,48.848,-101.554,539.6966577856768,ASQUITH
228,Texas,33.192,-96.055,144.93147978241956,BETHEL
229,Wyoming,41.838,-109.831,1156.747025021084,ASQUITH
230,NorthDakota,47.372,-97.525,872.525807325072,ASQUITH
231,Mississippi,34.785,-89.152,323.42800369915153,LEAF RIVER ENERGY CENTER (NEW HOME DOME)
232,Montana,48.832,-104.216,420.2519233169603,ASQUITH
233,Utah,38.395,-113.926,1190.9168016867309,SALADO
234,Wisconsin,45.348,-91.063,568.1098779926682,LACEY STORAGE
235,Wyoming,43.717,-104.592,951.2232335788516,ASQUITH
236,Montana,45.863,-108.876,703.020501197409,ASQUITH
237,NorthDakota,48.257,-101.661,582.072343850948,ASQUITH
238,NewMexico,36.577,-108.069,649.174260923439,SALADO
239,Wyoming,44.83,-109.434,823.6895834665955,ASQUITH
240,Oklahoma,35.931,-98.35,501.5123819806732,BETHEL
241,Utah,37.915,-111.399,974.2595546919672,SALADO
242,Missouri,37.019,-94.14,510.7818244152459,ARCADIA
243,Maine,44.737,-68.778,704.2708337502219,SENECA LAKE STORAGE
244,NewMexico,32.907,-106.933,386.7365541638424,SALADO
245,Michigan,44.038,-83.645,155.43713729784164,MARYSVILLE STORAGE SYSTEM
246,Oklahoma,35.631,-98.608,484.05902674652594,BETHEL
247,Alabama,33.834,-85.431,374.9262699193087,MCINTOSH SALT DOME
248,Nevada,41.003,-114.522,1352.2033154818955,ASQUITH
249,Minnesota,47.573,-95.257,972.4621323206692,LACEY STORAGE
250,Kansas,39.045,-99.45,771.5758232605377,SALADO
251,Minnesota,46.501,-95.748,949.1181596892114,LACEY STORAGE
252,Nebraska,42.309,-103.502,1073.4911765754805,SALADO
253,Michigan,42.779,-85.106,34.99105498069091,LACEY STORAGE
254,Oregon,42.229,-124.083,1677.2881019841109,ASQUITH
255,Montana,47.752,-113.765,673.3041068054298,ASQUITH
256,Louisiana,31.918,-91.463,44.20323333637655,PERRYVILLE
257,Michigan,42.134,-85.667,53.29694819156966,LACEY STORAGE
258,Washington,47.394,-123.147,1258.0534492881288,ASQUITH
259,SouthDakota,43.323,-100.145,1108.5586339695142,ASQUITH
260,Wyoming,41.921,-109.998,1149.8839596247583,ASQUITH
261,Texas,32.894,-95.538,116.76842254832437,BETHEL
262,NewMexico,33.395,-104.522,179.4403277171283,SALADO
263,Arkansas,34.518,-92.222,229.84376812491524,ARCADIA
264,Nevada,38.919,-117.819,1521.5169084199358,SALADO
265,California,41.992,-121.05,1532.97233341688,ASQUITH
266,NewYork,44.384,-73.875,328.1829376347995,SENECA LAKE STORAGE
267,Florida,29.996,-84.969,323.6559759749138,MCINTOSH SALT DOME
268,Colorado,37.258,-108.191,708.3507933140177,SALADO
269,Wyoming,41.401,-105.601,1001.9009932615749,SALADO
270,Wyoming,41.714,-109.06,1147.6099993498228,SALADO
271,Arkansas,36.148,-90.914,432.5513548129536,PERRYVILLE
272,Montana,46.143,-104.951,681.6078398108366,ASQUITH
273,Ohio,39.582,-81.335,304.4129235698765,SALTVILLE STORAGE
274,Idaho,44.384,-113.697,981.9432296339456,ASQUITH
275,Wyoming,44.549,-108.125,841.2042115959453,ASQUITH
276,Arkansas,35.525,-90.154,383.3063732900304,PERRYVILLE
277,Minnesota,44.023,-92.548,620.0208625064098,LACEY STORAGE
278,Florida,27.109,-81.748,763.1501203539934,MCINTOSH SALT DOME
279,Oregon,42.958,-123.484,1584.872220263377,ASQUITH
280,Utah,37.319,-111.401,938.7714409589422,SALADO
281,Minnesota,45.218,-93.882,760.552262935563,LACEY STORAGE
282,Colorado,40.218,-102.249,841.0909704752552,SALADO
283,NewMexico,34.355,-103.447,197.7634902195011,SALADO
284,NorthDakota,46.571,-98.94,858.337577024947,ASQUITH
285,Arkansas,34.76,-94.332,280.4996452485595,ARCADIA
286,Louisiana,30.56,-92.547,23.185346359732478,PINE PRAIRIE
287,Missouri,38.461,-92.699,658.5833067881141,ARCADIA
288,Montana,48.617,-107.678,387.70208784564807,ASQUITH
289,Michigan,46.476,-89.849,577.725144229331,LACEY STORAGE
290,NorthDakota,46.204,-103.846,699.0093314108246,ASQUITH
291,Oregon,44.342,-118.4,1194.4996774611868,ASQUITH
292,Wisconsin,45.807,-90.235,546.4577213427805,LACEY STORAGE
293,Louisiana,32.607,-91.291,46.67135647929032,PERRYVILLE
294,Texas,30.761,-101.956,165.13196556290572,KEYSTONE
295,Missouri,38.586,-94.095,680.6774470255128,ARCADIA
296,NewYork,42.757,-76.462,52.04781766315904,SENECA LAKE STORAGE
297,Oklahoma,36.962,-100.303,530.4680592929789,SALADO
298,Washington,46.53,-117.131,948.3862057352484,ASQUITH
299,NewYork,42.721,-77.695,73.78878261580404,SENECA LAKE STORAGE
300,Texas,35.549,-101.29,350.80148747585804,SALADO
301,SouthCarolina,34.148,-79.94,343.800267569476,SALTVILLE STORAGE
302,Virginia,38.507,-78.163,366.90600632857576,SALTVILLE STORAGE
303,Nebraska,42.172,-102.296,1057.562152081572,SALADO
304,Arizona,35.862,-109.303,695.3098556623639,SALADO
305,Kentucky,36.704,-85.398,324.2143004153473,SALTVILLE STORAGE
306,Arkansas,36.31,-90.087,467.4262840884336,PERRYVILLE
307,California,34.689,-118.932,1509.9127938884135,SALADO
308,Texas,31.294,-97.823,192.74649471788243,BETHEL
309,NewYork,44.568,-74.44,310.8671877606647,SENECA LAKE STORAGE
310,Washington,48.224,-119.977,1006.4372648352232,ASQUITH
311,Texas,31.098,-94.414,108.8645932721407,DAYTON NORTH
312,Arizona,35.17,-111.058,811.4774626920861,SALADO
313,Texas,36.07,-100.518,434.0363575154496,SALADO
314,Kansas,38.584,-98.023,766.9331909748826,BETHEL
315,Oregon,42.306,-117.959,1355.572722720442,ASQUITH
316,Montana,47.733,-115.586,771.3956266508353,ASQUITH
317,Missouri,38.464,-92.839,658.6683989506159,ARCADIA
318,Montana,45.545,-113.093,845.5570862737599,ASQUITH
319,Wisconsin,42.974,-90.2,412.3785814153552,LACEY STORAGE
320,Maryland,38.4,-75.336,465.1747473630184,SENECA LAKE STORAGE
321,Vermont,44.435,-72.906,393.30482653199664,SENECA LAKE STORAGE
322,Florida,26.585,-80.878,866.9752310510858,MCINTOSH SALT DOME
323,NewMexico,35.381,-107.052,494.6104714655512,SALADO
324,Nebraska,40.347,-97.79,953.3438423860324,BETHEL
325,NewYork,42.805,-75.374,132.2077848724266,SENECA LAKE STORAGE
326,Utah,39.091,-109.675,944.9585958549376,SALADO
327,Utah,40.434,-112.741,1237.585636595219,SALADO
328,Florida,27.936,-81.842,701.9261763353892,MCINTOSH SALT DOME
329,Washington,46.913,-122.413,1238.962853667482,ASQUITH
330,Nebraska,42.747,-99.806,1151.2248609257606,SALADO
331,Montana,48.922,-115.669,694.9470799426438,ASQUITH
332,NewMexico,33.006,-106.948,388.8772052770424,SALADO
333,Massachusetts,42.188,-72.073,398.50480866451727,SENECA LAKE STORAGE
334,Arizona,36.151,-110.316,790.988384126351,SALADO
335,Wyoming,41.466,-109.6,1148.3826745415895,SALADO
336,NewMexico,34.4,-105.704,330.9856443853642,SALADO
337,Texas,32.173,-98.613,256.73199847969795,BETHEL
338,Oregon,43.823,-119.774,1309.8134678942774,ASQUITH
339,Kansas,38.545,-99.845,706.9519889860834,SALADO
340,Arizona,31.572,-109.293,601.4781774301231,KEYSTONE
341,Oregon,45.665,-118.267,1078.4731201406207,ASQUITH
342,NewYork,42.486,-75.939,79.16851471679348,SENECA LAKE STORAGE
343,NewMexico,34.666,-103.214,226.3987997845423,SALADO
344,California,38.161,-122.026,1844.6868226368167,SALADO
345,SouthCarolina,33.625,-81.381,360.7897035389332,SALTVILLE STORAGE
346,Nevada,38.969,-118.126,1548.2393205678572,SALADO
347,Texas,33.854,-101.688,169.73203346706103,SALADO
348,Nevada,40.276,-118.732,1581.6712289454756,ASQUITH
349,California,40.09,-123.573,1830.0126386933184,ASQUITH
350,Alabama,33.268,-87.081,239.78660347892932,MCINTOSH SALT DOME
351,Missouri,37.076,-92.217,508.55401234242,ARCADIA
352,Georgia,34.976,-84.857,348.29756363636966,SALTVILLE STORAGE
353,Texas,31.145,-102.24,114.72227993322672,KEYSTONE
354,SouthDakota,44.255,-96.985,973.8137829415244,LACEY STORAGE
355,Missouri,37.492,-93.16,551.2162025500163,ARCADIA
356,Alabama,34.6,-87.71,337.852803087566,LEAF RIVER ENERGY CENTER (NEW HOME DOME)
357,Nevada,40.479,-116.138,1459.8275774432875,ASQUITH
358,Texas,29.804,-102.999,240.8318214021788,KEYSTONE
359,Ohio,39.462,-83.086,310.8310380226206,SALTVILLE STORAGE
360,Oklahoma,35.839,-97.942,476.3997190801573,BETHEL
361,Nevada,39.064,-118.158,1554.8141424681128,SALADO
362,Indiana,39.836,-86.466,311.2953368366839,LACEY STORAGE
363,NewMexico,35.041,-107.534,510.6844823563455,SALADO
364,Idaho,43.508,-115.139,1122.254846259072,ASQUITH
365,Idaho,42.423,-112.678,1150.6866181914347,ASQUITH
366,Texas,35.963,-102.944,367.4523292549956,SALADO
367,Indiana,40.378,-85.806,238.00404507222703,LACEY STORAGE
368,Colorado,38.815,-106.071,744.3625713858847,SALADO
369,Minnesota,43.674,-95.912,881.0793112543581,LACEY STORAGE
370,SouthCarolina,33.474,-81.807,375.8030189328646,SALTVILLE STORAGE
371,Florida,30.939,-86.602,139.256740611889,MCINTOSH SALT DOME
372,Nebraska,41.909,-97.687,1031.571134136043,LACEY STORAGE
373,Texas,32.988,-94.761,163.00234902913363,BETHEL
374,Texas,26.371,-98.304,359.54143586904485,MARKHAM
375,Montana,46.885,-109.592,603.860500697486,ASQUITH
376,Idaho,43.909,-115.112,1082.4148653520551,ASQUITH
377,Maine,44.718,-68.142,751.6223619881604,SENECA LAKE STORAGE
378,Texas,29.789,-101.384,285.46723205856745,KEYSTONE
379,Oregon,42.545,-118.352,1351.430874827885,ASQUITH
380,Nevada,41.831,-117.789,1392.724229814697,ASQUITH
381,NorthDakota,47.281,-101.564,672.1507118886304,ASQUITH
382,Idaho,44.922,-114.966,980.2922619679948,ASQUITH
383,Oregon,44.816,-123.88,1468.9770784986133,ASQUITH
384,NorthDakota,48.287,-103.312,506.4166864706518,ASQUITH
385,Tennessee,35.857,-88.911,443.6155313816977,LEAF RIVER ENERGY CENTER (NEW HOME DOME)
386,Ohio,39.143,-81.863,253.40081868520744,SALTVILLE STORAGE
387,Indiana,38.856,-85.192,373.65703447482025,SALTVILLE STORAGE
388,Kansas,38.379,-98.576,742.495855835899,SALADO
389,Virginia,37.293,-75.962,518.6787872591204,SALTVILLE STORAGE
390,Colorado,38.339,-108.25,800.4118258987077,SALADO
391,Michigan,46.566,-87.599,492.7549029816054,LACEY STORAGE
392,Wyoming,41.218,-109.104,1102.6311275656856,SALADO
393,Texas,29.7,-94.319,42.559707963922,SPINDLETOP
394,SouthDakota,44.145,-98.209,1069.6284685589667,LACEY STORAGE
395,Louisiana,32.715,-91.542,47.38373045438456,PERRYVILLE
396,Minnesota,47.962,-97.05,859.8587877668624,ASQUITH
397,Montana,47.39,-106.937,523.11670532435,ASQUITH
398,Maryland,39.64,-77.703,315.6421652452712,SENECA LAKE STORAGE
399,SouthDakota,43.533,-102.437,1015.9178396595054,ASQUITH
400,Kentucky,37.09,-86.579,428.8131595424673,SALTVILLE STORAGE
401,Kansas,39.858,-97.776,899.8222747922306,BETHEL
402,Wyoming,41.491,-110.347,1186.6436695204775,SALADO
403,Mississippi,32.496,-88.981,76.35647792662745,LEAF RIVER ENERGY CENTER (NEW HOME DOME)
404,Arizona,34.092,-110.031,690.0057875484309,SALADO
405,NewMexico,34.653,-106.271,389.7979784621447,SALADO
406,Georgia,32.621,-83.144,484.6827362538064,MCINTOSH SALT DOME
407,Ohio,40.359,-83.195,289.0176796135587,LACEY STORAGE
408,NorthDakota,46.951,-102.498,665.4900899954337,ASQUITH
409,Nebraska,41.554,-102.97,988.0202477363692,SALADO
410,Florida,27.262,-81.356,783.8172718759484,MCINTOSH SALT DOME
411,NorthDakota,46.27,-102.422,735.169996684368,ASQUITH
412,NorthCarolina,35.198,-84.015,273.77969175695404,SALTVILLE STORAGE
413,Wisconsin,46.517,-90.963,640.9380420814391,LACEY STORAGE
414,Maine,43.69,-70.839,513.2856907998882,SENECA LAKE STORAGE
415,Colorado,39.185,-104.99,750.8896686544866,SALADO
416,Colorado,40.625,-103.885,889.885640671266,SALADO
417,Nevada,40.965,-114.808,1365.1990834503606,ASQUITH
418,Oklahoma,34.832,-99.11,419.9088277840778,SALADO
419,California,38.793,-122.429,1889.5488590305692,ASQUITH
420,Indiana,39.871,-85.598,290.8590804706399,LACEY STORAGE
