,latitude,longitude,state
0,24.656,-82.8979,Florida
1,24.6434,-82.8014,Florida
2,24.5525,-82.1263,Florida
3,24.5391,-82.03,Florida
4,24.5257,-81.9337,Florida
5,24.6136,-82.1167,Florida
6,24.5868,-81.924,Florida
7,24.5732,-81.8277,Florida
8,24.5596,-81.7314,Florida
9,24.5458,-81.6351,Florida
10,24.6637,-81.8132,Florida
11,24.65,-81.7168,Florida
12,24.6363,-81.6204,Florida
13,24.6225,-81.5241,Florida
14,24.6085,-81.4278,Florida
15,24.5945,-81.3315,Florida
16,24.7405,-81.7022,Florida
17,24.7267,-81.6057,Florida
18,24.7129,-81.5093,Florida
19,24.6989,-81.4129,Florida
20,24.6849,-81.3165,Florida
21,24.6708,-81.2202,Florida
22,24.6566,-81.1239,Florida
23,24.8033,-81.4945,Florida
24,24.7893,-81.398,Florida
25,24.7753,-81.3015,Florida
26,24.7611,-81.2051,Florida
27,24.7469,-81.1086,Florida
28,24.7326,-81.0123,Florida
29,24.7182,-80.9159,Florida
30,25.9166,-97.4858,Texas
31,25.9179,-97.3869,Texas
32,24.8085,-80.9005,Florida
33,24.794,-80.8041,Florida
34,26.0062,-97.5863,Texas
35,26.0077,-97.4874,Texas
36,26.009,-97.3884,Texas
37,26.0103,-97.2894,Texas
38,26.0115,-97.1904,Texas
39,24.8988,-80.885,Florida
40,24.8842,-80.7885,Florida
41,24.8696,-80.6921,Florida
42,26.0864,-98.1824,Texas
43,26.0884,-98.0833,Texas
44,26.0904,-97.9843,Texas
45,26.0922,-97.8852,Texas
46,26.094,-97.7861,Texas
47,26.0957,-97.6871,Texas
48,26.0972,-97.588,Texas
49,26.0987,-97.4889,Texas
50,26.1001,-97.3898,Texas
51,26.1014,-97.2908,Texas
52,26.1026,-97.1917,Texas
53,25.0178,-81.0628,Florida
54,25.0034,-80.9662,Florida
55,24.989,-80.8695,Florida
56,24.9745,-80.7729,Florida
57,24.9598,-80.6764,Florida
58,24.9451,-80.5798,Florida
59,26.173,-98.383,Texas
60,26.1753,-98.2838,Texas
61,26.1774,-98.1847,Texas
62,26.1795,-98.0855,Texas
63,26.1814,-97.9864,Texas
64,26.1833,-97.8872,Texas
65,26.185,-97.788,Texas
66,26.1867,-97.6888,Texas
67,26.1883,-97.5897,Texas
68,26.1897,-97.4905,Texas
69,26.1911,-97.3913,Texas
70,26.1924,-97.2921,Texas
71,26.1936,-97.1929,Texas
72,25.1223,-81.1443,Florida
73,25.108,-81.0475,Florida
74,25.0937,-80.9507,Florida
75,25.0792,-80.854,Florida
76,25.0647,-80.7573,Florida
77,25.05,-80.6606,Florida
78,25.0353,-80.564,Florida
79,25.0205,-80.4674,Florida
80,26.2593,-98.5839,Texas
81,26.2617,-98.4847,Texas
82,26.264,-98.3855,Texas
83,26.2663,-98.2862,Texas
84,26.2684,-98.187,Texas
85,26.2705,-98.0877,Texas
86,26.2724,-97.9884,Texas
87,26.2743,-97.8892,Texas
88,26.276,-97.7899,Texas
89,26.2777,-97.6906,Texas
90,26.2793,-97.5913,Texas
91,26.2808,-97.492,Texas
92,26.2821,-97.3927,Texas
93,26.2834,-97.2935,Texas
94,26.2846,-97.1942,Texas
95,25.2125,-81.129,Florida
96,25.1982,-81.0321,Florida
97,25.1839,-80.9353,Florida
98,25.1694,-80.8384,Florida
99,25.1548,-80.7417,Florida
100,25.1402,-80.6449,Florida
101,25.1255,-80.5482,Florida
102,25.1106,-80.4515,Florida
103,25.0957,-80.3548,Florida
104,26.3451,-98.7853,Texas
105,26.3477,-98.686,Texas
106,26.3503,-98.5867,Texas
107,26.3527,-98.4873,Texas
108,26.355,-98.388,Texas
109,26.3573,-98.2886,Texas
110,26.3594,-98.1892,Texas
111,26.3614,-98.0899,Texas
112,26.3634,-97.9905,Texas
113,26.3653,-97.8911,Texas
114,26.367,-97.7918,Texas
115,26.3687,-97.6924,Texas
116,26.3703,-97.593,Texas
117,26.3717,-97.4936,Texas
118,26.3731,-97.3942,Texas
119,26.3744,-97.2948,Texas
120,26.3756,-97.1954,Texas
121,25.3027,-81.1137,Florida
122,25.2884,-81.0167,Florida
123,25.274,-80.9198,Florida
124,25.2595,-80.8229,Florida
125,25.245,-80.726,Florida
126,25.2303,-80.6291,Florida
127,25.2156,-80.5323,Florida
128,25.2007,-80.4355,Florida
129,25.1858,-80.3387,Florida
130,26.4276,-99.0865,Texas
131,26.4305,-98.9871,Texas
132,26.4333,-98.8877,Texas
133,26.436,-98.7882,Texas
134,26.4387,-98.6888,Texas
135,26.4412,-98.5894,Texas
136,26.4436,-98.4899,Texas
137,26.446,-98.3905,Texas
138,26.4482,-98.291,Texas
139,26.4503,-98.1915,Texas
140,26.4524,-98.0921,Texas
141,26.4543,-97.9926,Texas
142,26.4562,-97.8931,Texas
143,26.458,-97.7936,Texas
144,26.4596,-97.6941,Texas
145,26.4612,-97.5947,Texas
146,26.4627,-97.4952,Texas
147,26.4641,-97.3957,Texas
148,26.4654,-97.2962,Texas
149,26.4666,-97.1967,Texas
150,25.407,-81.1955,Florida
151,25.3928,-81.0984,Florida
152,25.3785,-81.0013,Florida
153,25.3642,-80.9042,Florida
154,25.3497,-80.8072,Florida
155,25.3351,-80.7102,Florida
156,25.3204,-80.6133,Florida
157,25.3057,-80.5164,Florida
158,25.2908,-80.4195,Florida
159,25.2759,-80.3226,Florida
160,26.5185,-99.0897,Texas
161,26.5214,-98.9902,Texas
162,26.5242,-98.8907,Texas
163,26.527,-98.7912,Texas
164,26.5296,-98.6916,Texas
165,26.5321,-98.5921,Texas
166,26.5345,-98.4925,Texas
167,26.5369,-98.393,Texas
168,26.5391,-98.2934,Texas
169,26.5413,-98.1938,Texas
170,26.5433,-98.0943,Texas
171,26.5453,-97.9947,Texas
172,26.5471,-97.8951,Texas
173,26.5489,-97.7955,Texas
174,26.5506,-97.6959,Texas
175,26.5521,-97.5963,Texas
176,26.5536,-97.4967,Texas
177,26.555,-97.3971,Texas
178,26.5563,-97.2975,Texas
179,25.4972,-81.1802,Florida
180,25.483,-81.083,Florida
181,25.4687,-80.9858,Florida
182,25.4543,-80.8887,Florida
183,25.4398,-80.7916,Florida
184,25.4252,-80.6945,Florida
185,25.4105,-80.5974,Florida
186,25.3957,-80.5004,Florida
187,25.3809,-80.4035,Florida
188,25.3659,-80.3065,Florida
189,25.3509,-80.2096,Florida
190,26.6094,-99.093,Texas
191,26.6123,-98.9934,Texas
192,26.6151,-98.8937,Texas
193,26.6178,-98.7941,Texas
194,26.6205,-98.6944,Texas
195,26.623,-98.5948,Texas
196,26.6254,-98.4951,Texas
197,26.6278,-98.3955,Texas
198,26.63,-98.2958,Texas
199,26.6322,-98.1961,Texas
200,26.6342,-98.0965,Texas
201,26.6362,-97.9968,Texas
202,26.638,-97.8971,Texas
203,26.6398,-97.7974,Texas
204,26.6415,-97.6977,Texas
205,26.6431,-97.598,Texas
206,26.6445,-97.4983,Texas
207,26.6459,-97.3986,Texas
208,26.6472,-97.2989,Texas
209,25.6014,-81.2622,Florida
210,25.5873,-81.1649,Florida
211,25.5731,-81.0676,Florida
212,25.5587,-80.9703,Florida
213,25.5443,-80.8731,Florida
214,25.5298,-80.7759,Florida
215,25.5152,-80.6787,Florida
216,25.5005,-80.5816,Florida
217,25.4858,-80.4845,Florida
218,25.4709,-80.3874,Florida
219,25.4559,-80.2903,Florida
220,25.4409,-80.1933,Florida
221,26.6972,-99.196,Texas
222,26.7003,-99.0962,Texas
223,26.7032,-98.9965,Texas
224,26.706,-98.8968,Texas
225,26.7087,-98.797,Texas
226,26.7113,-98.6973,Texas
227,26.7139,-98.5975,Texas
228,26.7163,-98.4978,Texas
229,26.7186,-98.398,Texas
230,26.7209,-98.2982,Texas
231,26.723,-98.1984,Texas
232,26.7251,-98.0987,Texas
233,26.7271,-97.9989,Texas
234,26.7289,-97.8991,Texas
235,26.7307,-97.7993,Texas
236,26.7324,-97.6995,Texas
237,26.7339,-97.5997,Texas
238,26.7354,-97.4999,Texas
239,26.7368,-97.4001,Texas
240,26.7381,-97.3002,Texas
241,25.7056,-81.3445,Florida
242,25.6915,-81.247,Florida
243,25.6774,-81.1496,Florida
244,25.6631,-81.0522,Florida
245,25.6488,-80.9548,Florida
246,25.6344,-80.8575,Florida
247,25.6199,-80.7602,Florida
248,25.6053,-80.6629,Florida
249,25.5906,-80.5656,Florida
250,25.5758,-80.4684,Florida
251,25.5609,-80.3713,Florida
252,25.5459,-80.2741,Florida
253,25.5308,-80.177,Florida
254,26.7881,-99.1993,Texas
255,26.7911,-99.0995,Texas
256,26.794,-98.9997,Texas
257,26.7968,-98.8998,Texas
258,26.7995,-98.8,Texas
259,26.8022,-98.7001,Texas
260,26.8047,-98.6002,Texas
261,26.8071,-98.5004,Texas
262,26.8095,-98.4005,Texas
263,26.8117,-98.3006,Texas
264,26.8139,-98.2007,Texas
265,26.8159,-98.1009,Texas
266,26.8179,-98.001,Texas
267,26.8198,-97.9011,Texas
268,26.8215,-97.8012,Texas
269,26.8232,-97.7013,Texas
270,26.8248,-97.6014,Texas
271,26.8263,-97.5014,Texas
272,26.8277,-97.4015,Texas
273,26.829,-97.3016,Texas
274,25.851,-81.7198,Florida
275,25.8373,-81.6222,Florida
276,25.8235,-81.5245,Florida
277,25.8096,-81.4269,Florida
278,25.7956,-81.3293,Florida
279,25.7816,-81.2317,Florida
280,25.7674,-81.1342,Florida
281,25.7532,-81.0367,Florida
282,25.7388,-80.9392,Florida
283,25.7244,-80.8418,Florida
284,25.7099,-80.7444,Florida
285,25.6953,-80.647,Florida
286,25.6805,-80.5497,Florida
287,25.6657,-80.4524,Florida
288,25.6508,-80.3551,Florida
289,25.6359,-80.2579,Florida
290,25.6208,-80.1607,Florida
291,26.8758,-99.3026,Texas
292,26.8789,-99.2027,Texas
293,26.8819,-99.1027,Texas
294,26.8848,-99.0028,Texas
295,26.8876,-98.9029,Texas
296,26.8904,-98.8029,Texas
297,26.893,-98.7029,Texas
298,26.8955,-98.603,Texas
299,26.898,-98.503,Texas
300,26.9003,-98.403,Texas
301,26.9026,-98.3031,Texas
302,26.9047,-98.2031,Texas
303,26.9068,-98.1031,Texas
304,26.9087,-98.0031,Texas
305,26.9106,-97.9031,Texas
306,26.9124,-97.8031,Texas
307,26.914,-97.7031,Texas
308,26.9156,-97.603,Texas
309,26.9171,-97.503,Texas
310,26.9185,-97.403,Texas
311,25.9546,-81.8028,Florida
312,25.941,-81.705,Florida
313,25.9273,-81.6073,Florida
314,25.9135,-81.5095,Florida
315,25.8997,-81.4118,Florida
316,25.8857,-81.3141,Florida
317,25.8716,-81.2164,Florida
318,25.8574,-81.1188,Florida
319,25.8432,-81.0212,Florida
320,25.8288,-80.9237,Florida
321,25.8144,-80.8261,Florida
322,25.7999,-80.7286,Florida
323,25.7852,-80.6312,Florida
324,25.7705,-80.5337,Florida
325,25.7557,-80.4363,Florida
326,25.7408,-80.339,Florida
327,25.7258,-80.2416,Florida
328,25.7107,-80.1443,Florida
329,26.9665,-99.3061,Texas
330,26.9697,-99.2061,Texas
331,26.9727,-99.106,Texas
332,26.9756,-99.006,Texas
333,26.9784,-98.9059,Texas
334,26.9811,-98.8059,Texas
335,26.9838,-98.7058,Texas
336,26.9863,-98.6057,Texas
337,26.9888,-98.5056,Texas
338,26.9911,-98.4056,Texas
339,26.9934,-98.3055,Texas
340,26.9955,-98.2054,Texas
341,26.9976,-98.1053,Texas
342,26.9995,-98.0052,Texas
343,27.0014,-97.9051,Texas
344,27.0032,-97.805,Texas
345,27.0049,-97.7049,Texas
346,27.0064,-97.6047,Texas
347,27.0079,-97.5046,Texas
348,27.0093,-97.4045,Texas
349,26.0447,-81.7881,Florida
350,26.0311,-81.6902,Florida
351,26.0174,-81.5923,Florida
352,26.0036,-81.4945,Florida
353,25.9897,-81.3966,Florida
354,25.9757,-81.2989,Florida
355,25.9616,-81.2011,Florida
356,25.9474,-81.1034,Florida
357,25.9332,-81.0057,Florida
358,25.9188,-80.908,Florida
359,25.9044,-80.8104,Florida
360,25.8898,-80.7128,Florida
361,25.8752,-80.6152,Florida
362,25.8604,-80.5177,Florida
363,25.8456,-80.4202,Florida
364,25.8307,-80.3227,Florida
365,25.8157,-80.2253,Florida
366,25.8006,-80.1279,Florida
367,27.0541,-99.4097,Texas
368,27.0573,-99.3096,Texas
369,27.0604,-99.2094,Texas
370,27.0634,-99.1093,Texas
371,27.0664,-99.0091,Texas
372,27.0692,-98.909,Texas
373,27.0719,-98.8088,Texas
374,27.0745,-98.7086,Texas
375,27.0771,-98.6085,Texas
376,27.0795,-98.5083,Texas
377,27.0819,-98.4081,Texas
378,27.0841,-98.3079,Texas
379,27.0863,-98.2077,Texas
380,27.0883,-98.1075,Texas
381,27.0903,-98.0073,Texas
382,27.0922,-97.9071,Texas
383,27.094,-97.8069,Texas
384,27.0956,-97.7067,Texas
385,27.0972,-97.6064,Texas
386,27.0987,-97.5062,Texas
387,27.1001,-97.406,Texas
388,26.1348,-81.7733,Florida
389,26.1211,-81.6753,Florida
390,26.1074,-81.5774,Florida
391,26.0936,-81.4794,Florida
392,26.0797,-81.3815,Florida
393,26.0657,-81.2836,Florida
394,26.0516,-81.1857,Florida
395,26.0374,-81.0879,Florida
396,26.0231,-80.9901,Florida
397,26.0088,-80.8924,Florida
398,25.9943,-80.7946,Florida
399,25.9797,-80.697,Florida
400,25.9651,-80.5993,Florida
401,25.9503,-80.5017,Florida
402,25.9355,-80.4041,Florida
403,25.9206,-80.3065,Florida
404,25.9056,-80.209,Florida
405,25.8904,-80.1115,Florida
406,27.1448,-99.4133,Texas
407,27.148,-99.3131,Texas
408,27.1511,-99.2128,Texas
409,27.1542,-99.1126,Texas
410,27.1571,-99.0123,Texas
411,27.1599,-98.9121,Texas
412,27.1627,-98.8118,Texas
413,27.1653,-98.7115,Texas
414,27.1678,-98.6112,Texas
415,27.1703,-98.5109,Texas
416,27.1726,-98.4106,Texas
417,27.1749,-98.3103,Texas
418,27.177,-98.21,Texas
419,27.1791,-98.1097,Texas
420,27.1811,-98.0094,Texas
421,27.1829,-97.9091,Texas
422,27.1847,-97.8088,Texas
423,27.1864,-97.7085,Texas
424,27.188,-97.6081,Texas
425,27.1895,-97.5078,Texas
426,27.1909,-97.4075,Texas
427,26.2383,-81.8567,Florida
428,26.2248,-81.7585,Florida
429,26.2111,-81.6604,Florida
430,26.1974,-81.5624,Florida
431,26.1836,-81.4643,Florida
432,26.1697,-81.3663,Florida
433,26.1557,-81.2683,Florida
434,26.1416,-81.1704,Florida
435,26.1274,-81.0724,Florida
436,26.1131,-80.9745,Florida
437,26.0987,-80.8767,Florida
438,26.0842,-80.7789,Florida
439,26.0696,-80.6811,Florida
440,26.055,-80.5833,Florida
441,26.0402,-80.4856,Florida
442,26.0254,-80.3879,Florida
443,26.0104,-80.2902,Florida
444,25.9954,-80.1926,Florida
445,25.9803,-80.095,Florida
446,27.2355,-99.4169,Texas
447,27.2387,-99.3166,Texas
448,27.2419,-99.2162,Texas
449,27.2449,-99.1159,Texas
450,27.2478,-99.0155,Texas
451,27.2506,-98.9151,Texas
452,27.2534,-98.8148,Texas
453,27.256,-98.7144,Texas
454,27.2586,-98.614,Texas
455,27.261,-98.5136,Texas
456,27.2634,-98.4132,Texas
457,27.2656,-98.3128,Texas
458,27.2678,-98.2124,Texas
459,27.2698,-98.112,Texas
460,27.2718,-98.0115,Texas
461,27.2737,-97.9111,Texas
462,27.2755,-97.8107,Texas
463,27.2771,-97.7103,Texas
464,27.2787,-97.6098,Texas
465,27.2802,-97.5094,Texas
466,27.2816,-97.4089,Texas
467,27.2829,-97.3085,Texas
468,26.3283,-81.8419,Florida
469,26.3148,-81.7437,Florida
470,26.3011,-81.6455,Florida
471,26.2874,-81.5473,Florida
472,26.2735,-81.4492,Florida
473,26.2596,-81.3511,Florida
474,26.2456,-81.253,Florida
475,26.2315,-81.1549,Florida
476,26.2173,-81.0569,Florida
477,26.203,-80.9589,Florida
478,26.1886,-80.861,Florida
479,26.1741,-80.763,Florida
480,26.1595,-80.6652,Florida
481,26.1448,-80.5673,Florida
482,26.1301,-80.4695,Florida
483,26.1152,-80.3717,Florida
484,26.1003,-80.2739,Florida
485,26.0852,-80.1762,Florida
486,26.0701,-80.0785,Florida
487,27.3229,-99.521,Texas
488,27.3262,-99.4205,Texas
489,27.3294,-99.3201,Texas
490,27.3325,-99.2196,Texas
491,27.3356,-99.1192,Texas
492,27.3385,-99.0187,Texas
493,27.3413,-98.9182,Texas
494,27.3441,-98.8177,Texas
495,27.3467,-98.7172,Texas
496,27.3493,-98.6167,Texas
497,27.3517,-98.5162,Texas
498,27.3541,-98.4157,Texas
499,27.3563,-98.3152,Texas
500,27.3585,-98.2147,Texas
501,27.3605,-98.1142,Texas
502,27.3625,-98.0137,Texas
503,27.3644,-97.9131,Texas
504,27.3662,-97.8126,Texas
505,27.3678,-97.7121,Texas
506,27.3694,-97.6115,Texas
507,27.3709,-97.511,Texas
508,27.3723,-97.4104,Texas
509,27.3736,-97.3099,Texas
510,26.4716,-82.2208,Florida
511,26.4584,-82.1224,Florida
512,26.4451,-82.0239,Florida
513,26.4318,-81.9256,Florida
514,26.4183,-81.8272,Florida
515,26.4047,-81.7288,Florida
516,26.3911,-81.6305,Florida
517,26.3773,-81.5323,Florida
518,26.3635,-81.434,Florida
519,26.3495,-81.3358,Florida
520,26.3355,-81.2376,Florida
521,26.3214,-81.1395,Florida
522,26.3072,-81.0414,Florida
523,26.2928,-80.9433,Florida
524,26.2784,-80.8452,Florida
525,26.2639,-80.7472,Florida
526,26.2494,-80.6492,Florida
527,26.2347,-80.5513,Florida
528,26.2199,-80.4533,Florida
529,26.205,-80.3554,Florida
530,26.1901,-80.2576,Florida
531,26.175,-80.1598,Florida
532,26.1598,-80.062,Florida
533,27.4169,-99.4241,Texas
534,27.4201,-99.3236,Texas
535,27.4232,-99.223,Texas
536,27.4262,-99.1225,Texas
537,27.4292,-99.0219,Texas
538,27.432,-98.9213,Texas
539,27.4347,-98.8207,Texas
540,27.4374,-98.7201,Texas
541,27.4399,-98.6195,Texas
542,27.4424,-98.5189,Texas
543,27.4447,-98.4183,Texas
544,27.447,-98.3177,Texas
545,27.4492,-98.2171,Texas
546,27.4512,-98.1164,Texas
547,27.4532,-98.0158,Texas
548,27.4551,-97.9152,Texas
549,27.4569,-97.8145,Texas
550,27.4585,-97.7139,Texas
551,27.4601,-97.6132,Texas
552,27.4616,-97.5126,Texas
553,27.463,-97.4119,Texas
554,27.4643,-97.3113,Texas
555,26.5616,-82.2064,Florida
556,26.5484,-82.1079,Florida
557,26.5351,-82.0094,Florida
558,26.5217,-81.9109,Florida
559,26.5082,-81.8124,Florida
560,26.4947,-81.714,Florida
561,26.481,-81.6155,Florida
562,26.4672,-81.5172,Florida
563,26.4534,-81.4188,Florida
564,26.4394,-81.3205,Florida
565,26.4254,-81.2222,Florida
566,26.4112,-81.124,Florida
567,26.397,-81.0258,Florida
568,26.3827,-80.9276,Florida
569,26.3683,-80.8294,Florida
570,26.3538,-80.7313,Florida
571,26.3392,-80.6332,Florida
572,26.3245,-80.5352,Florida
573,26.3097,-80.4372,Florida
574,26.2948,-80.3392,Florida
575,26.2798,-80.2412,Florida
576,26.2648,-80.1433,Florida
577,26.2496,-80.0454,Florida
578,27.5075,-99.4278,Texas
579,27.5107,-99.3271,Texas
580,27.5138,-99.2264,Texas
581,27.5169,-99.1258,Texas
582,27.5198,-99.0251,Texas
583,27.5226,-98.9244,Texas
584,27.5254,-98.8237,Texas
585,27.528,-98.723,Texas
586,27.5306,-98.6223,Texas
587,27.533,-98.5216,Texas
588,27.5354,-98.4209,Texas
589,27.5377,-98.3201,Texas
590,27.5398,-98.2194,Texas
591,27.5419,-98.1187,Texas
592,27.5439,-98.0179,Texas
593,27.5457,-97.9172,Texas
594,27.5475,-97.8165,Texas
595,27.5492,-97.7157,Texas
596,27.5508,-97.6149,Texas
597,27.5523,-97.5142,Texas
598,27.5537,-97.4134,Texas
599,27.555,-97.3127,Texas
600,27.5562,-97.2119,Texas
601,26.6647,-82.2907,Florida
602,26.6515,-82.192,Florida
603,26.6383,-82.0934,Florida
604,26.625,-81.9947,Florida
605,26.6116,-81.8961,Florida
606,26.5981,-81.7976,Florida
607,26.5846,-81.699,Florida
608,26.5709,-81.6005,Florida
609,26.5571,-81.502,Florida
610,26.5432,-81.4036,Florida
611,26.5293,-81.3052,Florida
612,26.5152,-81.2068,Florida
613,26.5011,-81.1085,Florida
614,26.4869,-81.0102,Florida
615,26.4725,-80.9119,Florida
616,26.4581,-80.8136,Florida
617,26.4436,-80.7154,Florida
618,26.429,-80.6172,Florida
619,26.4143,-80.5191,Florida
620,26.3995,-80.4209,Florida
621,26.3846,-80.3229,Florida
622,26.3696,-80.2248,Florida
623,26.3545,-80.1268,Florida
624,26.3393,-80.0288,Florida
625,27.5948,-99.5322,Texas
626,27.5981,-99.4314,Texas
627,27.6013,-99.3306,Texas
628,27.6045,-99.2299,Texas
629,27.6075,-99.1291,Texas
630,27.6104,-99.0283,Texas
631,27.6133,-98.9275,Texas
632,27.616,-98.8267,Texas
633,27.6187,-98.7259,Texas
634,27.6212,-98.6251,Texas
635,27.6237,-98.5243,Texas
636,27.626,-98.4234,Texas
637,27.6283,-98.3226,Texas
638,27.6305,-98.2218,Texas
639,27.6325,-98.1209,Texas
640,27.6345,-98.0201,Texas
641,27.6364,-97.9192,Texas
642,27.6382,-97.8184,Texas
643,27.6398,-97.7175,Texas
644,27.6414,-97.6167,Texas
645,27.6429,-97.5158,Texas
646,27.6443,-97.4149,Texas
647,27.6456,-97.3141,Texas
648,27.6468,-97.2132,Texas
649,26.7546,-82.2764,Florida
650,26.7415,-82.1776,Florida
651,26.7283,-82.0788,Florida
652,26.7149,-81.9801,Florida
653,26.7015,-81.8814,Florida
654,26.688,-81.7827,Florida
655,26.6744,-81.6841,Florida
656,26.6608,-81.5855,Florida
657,26.647,-81.4869,Florida
658,26.6331,-81.3884,Florida
659,26.6191,-81.2898,Florida
660,26.6051,-81.1914,Florida
661,26.5909,-81.0929,Florida
662,26.5767,-80.9945,Florida
663,26.5623,-80.8961,Florida
664,26.5479,-80.7978,Florida
665,26.5333,-80.6995,Florida
666,26.5187,-80.6012,Florida
667,26.504,-80.5029,Florida
668,26.4892,-80.4047,Florida
669,26.4743,-80.3065,Florida
670,26.4593,-80.2084,Florida
671,26.4442,-80.1103,Florida
672,26.429,-80.0122,Florida
673,27.6819,-99.6368,Texas
674,27.6854,-99.5359,Texas
675,27.6887,-99.435,Texas
676,27.6919,-99.3342,Texas
677,27.695,-99.2333,Texas
678,27.701,-99.0315,Texas
679,27.7039,-98.9306,Texas
680,27.7066,-98.8297,Texas
681,27.7093,-98.7288,Texas
682,27.7118,-98.6279,Texas
683,27.7143,-98.5269,Texas
684,27.7166,-98.426,Texas
685,27.7189,-98.3251,Texas
686,27.7211,-98.2241,Texas
687,27.7231,-98.1232,Texas
688,27.7251,-98.0222,Texas
689,27.727,-97.9213,Texas
690,27.7288,-97.8203,Texas
691,27.7305,-97.7193,Texas
692,27.7321,-97.6184,Texas
693,27.7336,-97.5174,Texas
694,27.735,-97.4164,Texas
695,27.7363,-97.3154,Texas
696,27.7375,-97.2145,Texas
697,27.7386,-97.1135,Texas
698,26.8576,-82.3609,Florida
699,26.8445,-82.262,Florida
700,26.8314,-82.1631,Florida
701,26.8182,-82.0642,Florida
702,26.8048,-81.9654,Florida
703,26.7914,-81.8666,Florida
704,26.7779,-81.7678,Florida
705,26.7643,-81.6691,Florida
706,26.7506,-81.5704,Florida
707,26.7368,-81.4717,Florida
708,26.7229,-81.3731,Florida
709,26.7089,-81.2745,Florida
710,26.6949,-81.1759,Florida
711,26.6807,-81.0773,Florida
712,26.6664,-80.9788,Florida
713,26.6521,-80.8803,Florida
714,26.6376,-80.7819,Florida
715,26.6231,-80.6835,Florida
716,26.6085,-80.5851,Florida
717,26.5937,-80.4867,Florida
718,26.5789,-80.3884,Florida
719,26.564,-80.2901,Florida
720,26.549,-80.1919,Florida
721,26.5339,-80.0937,Florida
722,27.769,-99.7416,Texas
723,27.7725,-99.6406,Texas
724,27.7759,-99.5397,Texas
725,27.7793,-99.4387,Texas
726,27.7825,-99.3377,Texas
727,27.7856,-99.2367,Texas
728,27.7887,-99.1357,Texas
729,27.7916,-99.0347,Texas
730,27.7944,-98.9337,Texas
731,27.7972,-98.8327,Texas
732,27.7998,-98.7317,Texas
733,27.8024,-98.6307,Texas
734,27.8049,-98.5296,Texas
735,27.8072,-98.4286,Texas
736,27.8095,-98.3275,Texas
737,27.8117,-98.2265,Texas
738,27.8137,-98.1254,Texas
739,27.8157,-98.0244,Texas
740,27.8176,-97.9233,Texas
741,27.8194,-97.8222,Texas
742,27.8211,-97.7212,Texas
743,27.8227,-97.6201,Texas
744,27.8242,-97.519,Texas
745,27.8256,-97.4179,Texas
746,27.8269,-97.3168,Texas
747,27.8281,-97.2158,Texas
748,27.8292,-97.1147,Texas
749,27.8302,-97.0136,Texas
750,26.9604,-82.4456,Florida
751,26.9475,-82.3466,Florida
752,26.9344,-82.2476,Florida
753,26.9213,-82.1486,Florida
754,26.908,-82.0496,Florida
755,26.8947,-81.9507,Florida
756,26.8813,-81.8518,Florida
757,26.8677,-81.7529,Florida
758,26.8541,-81.6541,Florida
759,26.8404,-81.5553,Florida
760,26.8266,-81.4565,Florida
761,26.8127,-81.3578,Florida
762,26.7987,-81.259,Florida
763,26.7846,-81.1604,Florida
764,26.7705,-81.0617,Florida
765,26.7562,-80.9631,Florida
766,26.7418,-80.8645,Florida
767,26.7274,-80.766,Florida
768,26.7128,-80.6675,Florida
769,26.6982,-80.569,Florida
770,26.6834,-80.4705,Florida
771,26.6686,-80.3721,Florida
772,26.6537,-80.2737,Florida
773,26.6386,-80.1754,Florida
774,26.6235,-80.0771,Florida
775,27.8559,-99.8466,Texas
776,27.8595,-99.7456,Texas
777,27.863,-99.6445,Texas
778,27.8665,-99.5434,Texas
779,27.8698,-99.4424,Texas
780,27.873,-99.3413,Texas
781,27.8762,-99.2402,Texas
782,27.8792,-99.1391,Texas
783,27.8821,-99.038,Texas
784,27.885,-98.9368,Texas
785,27.8877,-98.8357,Texas
786,27.8904,-98.7346,Texas
787,27.893,-98.6335,Texas
788,27.8954,-98.5323,Texas
789,27.8978,-98.4312,Texas
790,27.9001,-98.33,Texas
791,27.9022,-98.2289,Texas
792,27.9043,-98.1277,Texas
793,27.9063,-98.0265,Texas
794,27.9082,-97.9254,Texas
795,27.91,-97.8242,Texas
796,27.9116,-97.723,Texas
797,27.9132,-97.6218,Texas
798,27.9147,-97.5206,Texas
799,27.9161,-97.4194,Texas
800,27.9174,-97.3182,Texas
801,27.9186,-97.2171,Texas
802,27.9198,-97.1159,Texas
803,27.9208,-97.0146,Texas
804,27.0503,-82.4314,Florida
805,27.0373,-82.3322,Florida
806,27.0243,-82.2331,Florida
807,27.0111,-82.134,Florida
808,26.9979,-82.035,Florida
809,26.9845,-81.9359,Florida
810,26.9711,-81.8369,Florida
811,26.9576,-81.738,Florida
812,26.9439,-81.639,Florida
813,26.9302,-81.5401,Florida
814,26.9164,-81.4412,Florida
815,26.9025,-81.3424,Florida
816,26.8885,-81.2436,Florida
817,26.8744,-81.1448,Florida
818,26.8602,-81.0461,Florida
819,26.8459,-80.9474,Florida
820,26.8315,-80.8487,Florida
821,26.8171,-80.75,Florida
822,26.8025,-80.6514,Florida
823,26.7879,-80.5528,Florida
824,26.7731,-80.4543,Florida
825,26.7583,-80.3558,Florida
826,26.7433,-80.2573,Florida
827,26.7283,-80.1588,Florida
828,26.7132,-80.0604,Florida
829,27.9464,-99.8507,Texas
830,27.95,-99.7496,Texas
